"Hungarian","English"
"szigoruan","anatheme"
"szigorubb","anathemize"
"szigorusaga","Anatherum"
"szijj","Anatidae"
"sziklafal","anatifa"
"sziklas","Anatifae"
"sziklas-hegyseg","anatifer"
"szilagyi","anatiferous"
"szilajon","Anatinacea"
"szilard","Anatinae"
"szilveszterkor","anatine"
"szimmetriaja","anatira"
"szimmetrikus","anatman"
"szimpatiabol","anatocism"
"szimpatizans","Anatol"
"szin","Anatola"
"szine","Anatole"
"szines","anatoly"
"szineszek","Anatolia"
"szineszre","Anatolian"
"szinhazat","Anatolic"
"szinhaznak","Anatolio"
"szinhe","Anatollo"
"szinhelyen","anatomy"
"szininfo","anatomic"
"szininfoval","anatomical"
"szinlelt","anatomically"
"szinonimaja","anatomicals"
"szinonimak","anatomico-"
"szinonimakat","anatomicobiological"
"szinpadot","anatomicochirurgical"
"szinre","anatomicomedical"
"szint","anatomicopathologic"
"szinte","anatomicopathological"
"szinten","anatomicophysiologic"
"szintig","anatomicophysiological"
"szintjen","anatomicosurgical"
"szintu","anatomies"
"szinu","anatomiless"
"szinvonalat","anatomisable"
"szinvonalon","anatomisation"
"szinvonalu","anatomise"
"szirozasat","anatomised"
"szirozasi","anatomiser"
"szisztema","anatomising"
"szitokozon","anatomism"
"szituacio","anatomist"
"szivacs","anatomists"
"szivardoboz","anatomizable"
"szivatas","anatomization"
"szivbol","anatomize"
"szives","anatomized"
"szivesek","anatomizer"
"szivesen","anatomizes"
"szivessegeteket","anatomizing"
"szivni","anatomopathologic"
"szivroham","anatomopathological"
"szivvel","Anatone"
"szja","anatopism"
"szja-beveteleket","anatosaurus"
"szja-torvenyben","anatox"
"szl","anatoxin"
"szlav","anatoxins"
"szlavon","anatreptic"
"szleng","anatripsis"
"szlengek","anatripsology"
"szlenget","anatriptic"
"szlengszotar","anatron"
"szlo","anatropal"
"szlova","anatropia"
"szlovak","anatropous"
"szlovak-magyar","anatta"
"szlovak-magyar-ek","anatto"
"szlovakia","anattos"
"szlovakiaban","Anatum"
"szlovakiabol","anaudia"
"szlovakiai","anaudic"
"szlovakiat","anaunter"
"szlovakiaval","anaunters"
"szlovakmagyar","anauxite"
"szlovakok","Anawalt"
"szlovakul","Anax"
"szloven","Anaxagoras"
"szlovenek","Anaxagorean"
"szloveniaban","Anaxagorize"
"szmo%tyi","Anaxarete"
"szmotyi","anaxial"
"sznalatba","Anaxibia"
"sznob","Anaximander"
"szo","Anaximandrian"
"szo-adatbazis","Anaximenes"
"szo-generalo","Anaxo"
"szobaar","anaxon"
"szobaba","anaxone"
"szobajaban","Anaxonia"
"szobakerult","anazoturia"
"szoban","anba"
"szobara","anbury"
"szobol","ANC"
"szobra","Ancaeus"
"szobrat","Ancalin"
"szocialdemokratak","ance"
"szocialdemokratakkal","Ancel"
"szocialis","Ancelin"
"szocialista","Anceline"
"szocialistak","Ancell"
"szocialliberalis","Ancerata"
"szocialpoli","ancestor"
"szociologia","ancestorial"
"szocsalad","ancestorially"
"szocskat","ancestors"
"szocsove","ancestor's"
"szoelem","ancestral"
"szoerszalat","ancestrally"
"szoett","ancestress"
"szoeveghez","ancestresses"
"szofajok","ancestry"
"szoftver","ancestrial"
"szoftverceg","ancestrian"
"szoftveresek","ancestries"
"szoftvert","Ancha"
"szogenerator","Anchat"
"szogeneratorommal","Anchesmius"
"szogezi","Anchiale"
"szogyakorisag-elemzoje","Anchie"
"szohasznalatba","Anchietea"
"szohoz","anchietin"
"szoig","anchietine"
"szoja","anchieutectic"
"szojakockat","anchylose"
"szokas","anchylosed"
"szokasos","anchylosing"
"szokatlan","anchylosis"
"szoke","anchylotic"
"szokeszlet","anchimonomineral"
"szokeszletet","Anchinoe"
"szokicsevel","Anchisaurus"
"szokincse","Anchises"
"szokincset","Anchistea"
"szoknyajat","Anchistopoda"
"szokott","anchithere"
"szokoz","anchitherioid"
"szokozi","anchoic"
"szokta","Anchong-Ni"
"szoktak","anchor"
"szoktam","anchorable"
"szoktuk","Anchorage"
"szokvanyos","anchorages"
"szol","anchorage's"
"szola","anchorate"
"szolalt","anchored"
"szolamban","anchorer"
"szolas","anchoress"
"szolasok`","anchoresses"
"szolast","anchoret"
"szolgahad","anchoretic"
"szolgal","anchoretical"
"szolgalat","anchoretish"
"szolgalatat","anchoretism"
"szolgalate","anchorets"
"szolgalati","anchorhold"
"szolgalatok","anchory"
"szolgalatot","anchoring"
"szolgalatra","anchorite"
"szolgalhatok","anchorites"
"szolgalja","anchoritess"
"szolgaljak","anchoritic"
"szolgalna","anchoritical"
"szolgalni","anchoritically"
"szolgalo","anchoritish"
"szolgaloleanyava","anchoritism"
"szolgaltatas","anchorless"
"szolgaltatasa","anchorlike"
"szolgaltatasok","anchorman"
"szolgaltatasokat","anchormen"
"szolgaltatasokrol","anchors"
"szolgaltatast","anchor-shaped"
"szolgaltatni","Anchorville"
"szolgaltato","anchorwise"
"szolgaltatohaz","anchoveta"
"szolidaritast","anchovy"
"szolitjuk","anchovies"
"szolitotta","Anchtherium"
"szolitottak","Anchusa"
"szolittattak","anchusas"
"szoljatok","anchusin"
"szoljon","anchusine"
"szollosi","anchusins"
"szolnak","ancy"
"szolnatok","ancien"
"szolni","ancience"
"szolnok","anciency"
"szolnoki","anciennete"
"szolo","anciens"
"szolt","ancient"
"szoltam","ancienter"
"szolva","ancientest"
"szombat","ancienty"
"szombat-vasarnap","ancientism"
"szombathelyi","anciently"
"szombathelyieket","ancientness"
"szombati","ancientry"
"szombaton","ancients"
"szomoru","Ancier"
"szomoru'sag","ancile"
"szomoruan","ancilia"
"szomszed","Ancilin"
"szomszedok","ancilla"
"szomszedos","ancillae"
"szonak","ancillary"
"szonett","ancillaries"
"szonnek","ancillas"
"szonyegboritast","ancille"
"szonyi","Ancyloceras"
"szoossze","Ancylocladus"
"szopni","Ancylodactyla"
"szopoczy","ancylopod"
"szopos","Ancylopoda"
"szopta","ancylose"
"szoptak","Ancylostoma"
"szora","ancylostome"
"szorakozast","ancylostomiasis"
"szorakozasunkra","Ancylostomum"
"szorakozni","Ancylus"
"szorakozottan","ancipital"
"szorend","ancipitous"
"szorgalmasan","Ancyrean"
"szorgalmaz","Ancyrene"
"szorgalmazta","ancyroid"
"szorgalmazza","Ancistrocladaceae"
"szoritani","ancistrocladaceous"
"szorjak","Ancistrocladus"
"szornyetegektol","ancistrodon"
"szornyuseg","ancistroid"
"szoro","Ancius"
"szoroanyagkent","ancle"
"szorogepek","Anco"
"szorol","ancodont"
"szoros","Ancohuma"
"szorosan","ancoly"
"szoroz","ancome"
"szort","Ancon"
"szorul","Ancona"
"szorzassal","anconad"
"szorzast","anconagra"
"szoszavat","anconal"
"szoszolojanak","anconas"
"szot","ancone"
"szot.elsosorban","anconeal"
"szotag","anconei"
"szotagok","anconeous"
"szotagra","ancones"
"szotagszam-hibaval","anconeus"
"szotar","ancony"
"szotara","anconitis"
"szotarak","anconoid"
"szotarakat","ancor"
"szotarakkal","ancora"
"szotaram","ancoral"
"szotaramban","Ancram"
"szotarban","Ancramdale"
"szotarkeszitoeket","ancraophobia"
"szoto","ancre"
"szotol","ancress"
"szotovek","ancresses"
"szotte","and"
"szov","and-"
"szoval","and/or"
"szoveg","anda"
"szovegben","anda-assu"
"szovege","andabata"
"szovegeben","andabatarian"
"szovegebol","andabatism"
"szovegeinek","Andale"
"szovegekben","Andalusia"
"szovegeket","Andalusian"
"szoveges","andalusite"
"szoveget","Andaman"
"szovegevel","Andamanese"
"szovegfile-t","andamenta"
"szoveghutlen","andamento"
"szovegi","andamentos"
"szovegresz","andante"
"szovessel","andantes"
"szovet","andantini"
"szovetseg","andantino"
"szovetsege","andantinos"
"szovetsegenek","Andaqui"
"szovetsegeseinek","Andaquian"
"szovetsegesek","Andarko"
"szovetsegge","Andaste"
"szovetsegi","Ande"
"szovetsegre","Andean"
"igy","anded"
"szovivo","Andee"
"szovivoi","Andeee"
"szovivoje","Andel"
"szovivojenek","Andelee"
"szovivojeve","Ander"
"szovjet","Anderea"
"szo~rnyen","Anderegg"
"szponzor","Anderer"
"sztaki","Anderlecht"
"sztaki-ban","Anders"
"sztarriportert","Andersen"
"sztarsih","Anderson"
"sztori","Andersonville"
"sztorit","Anderssen"
"sztrajk","Anderstorp"
"szu","Andert"
"szu""z-pinaju","anderun"
"szuaheliul","Andes"
"szucs","Andesic"
"szukebb","andesine"
"szukebben","andesinite"
"szukeben","andesite"
"szuken","andesyte"
"szukiteni","andesites"
"szukre","andesytes"
"szukseg","andesitic"
"szukseg","Andevo"
"de","ANDF"
"szukseg","Andhra"
"mert","Andi"
"szuksegallapot","Andy"
"szuksege","andia"
"szukseged","Andian"
"szuksegem","Andie"
"szukseges","Andikithira"
"szuksegesnek","Andine"
"szuksegesnel","anding"
"szuksegesseget","Andy-over"
"szukseget","Andira"
"szukseguk","andirin"
"szuletesekor","andirine"
"szuletesnapja","andiroba"
"szuletett","andiron"
"szuloi","andirons"
"szuneteben","Andizhan"
"szunetel","Ando"
"szunetet","Andoche"
"szunetig","Andoke"
"szunidei","Andonis"
"szunnap","andor"
"szuntek","andorite"
"szuntesd","andoroba"
"szuntetni","Andorobo"
"szup","Andorra"
"szuper","Andorran"
"szuper-merleg","Andorre"
"szupertitkos","andouille"
"szurkolotaborat","andouillet"
"szvatij","andouillette"
"t","Andover"
"t.haz","Andr"
"t.hazat","andr-"
"ha","Andra"
"t.i","Andrade"
"t:","andradite"
"t:44","andragogy"
"ta","andranatomy"
"taarolaas","andrarchy"
"taarolaasaa","Andras"
"taavirati","Andrassy"
"tab","Andre"
"tabella","Andrea"
"tabla","Andreaea"
"tablara","Andreaeaceae"
"tablasorrend","Andreaeales"
"tablat","Andreana"
"tablaval","Andreas"
"tablazatok","Andree"
"tablazatos","Andrei"
"tablazatot","Andrey"
"tabornokot","Andreyev"
"taborokba","Andreyevka"
"tacio","Andrej"
"tagabban","Andrel"
"tagallamai","Andrena"
"tagja","andrenid"
"tagjai","Andrenidae"
"tagjaik","Andreotti"
"tagjaiknak","Andres"
"tagjainak","Andrew"
"tagjait","andrewartha"
"tagjaitol","Andrewes"
"tagjava","Andrews"
"tagjaval","andrewsite"
"tagok","Andri"
"tagsagi","andry"
"taicjieveasq","Andria"
"taiwanon","Andriana"
"taixp","Andrias"
"tajan","Andric"
"taje","Andryc"
"tajekozatlan","Andrien"
"tajekozatlanabb","andries"
"tajekoztass","Andriette"
"tajekoztatas","Andrija"
"tajekoztatasa","Andris"
"tajekoztatasabol","andrite"
"tajekoztatasanal","andro-"
"tajekoztatasi","androcentric"
"tajekoztatast","androcephalous"
"tajekoztatjak","androcephalum"
"tajekoztatni","androcyte"
"tajekoztato","androclclinia"
"tajekoztatojat","Androclea"
"tajekoztaton","Androcles"
"tajekoztatot","androclinia"
"tajekoztatott","androclinium"
"tajekoztatta","Androclus"
"tajekoztattak","androconia"
"tajkepi","androconium"
"tajnyelvhez","androcracy"
"tajt","Androcrates"
"tak","androcratic"
"takacs","androdynamous"
"takar","androdioecious"
"takariitjaak","androdioecism"
"takariitott","androeccia"
"takaritasa","androecia"
"takaroznak","androecial"
"takisz","androecium"
"talaakoztam","androgametangium"
"talaalta","androgametophore"
"talaj","androgamone"
"talajhoz","androgen"
"talajt","androgenesis"
"talaju","androgenetic"
"talakoznanak","androgenic"
"talakoztam","androgenous"
"talal","androgens"
"talalatok","Androgeus"
"talalatra","androgyn"
"talalhatjuk","androgynal"
"talalhato","androgynary"
"talalhatok","androgyne"
"talaljatok","androgyneity"
"talalko","androgyny"
"talalkozasa","androgynia"
"talalkozasanal","androgynic"
"talalkozik","androgynies"
"talalkozo","androgynism"
"talalkozoja","androginous"
"talalkozojan","androgynous"
"talalkozojat","androgynus"
"talalkozok","androgone"
"talalkozokat","androgonia"
"talalkozon","androgonial"
"talalkozonak","androgonidium"
"talalkozora","androgonium"
"amelyen","Andrographis"
"talalkozot","andrographolide"
"talalkozott","android"
"talalkoztak","androidal"
"talalkoztam","androides"
"talalkoztunk","androids"
"talalni","androkinin"
"talalok","androl"
"talalom","androlepsy"
"talalt","androlepsia"
"talalta","Andromache"
"talaltak","Andromada"
"talaltam","andromania"
"talan","Andromaque"
"talatam","andromed"
"talba","Andromeda"
"talented","Andromede"
"talk-oltam","andromedotoxin"
"tallinn","andromonoecious"
"talmi","andromonoecism"
"talpon","andromorphous"
"tamaas","Andron"
"tamad","Andronicus"
"tamadas","andronitis"
"tamadasok","andropetalar"
"tamadt","andropetalous"
"tamadtak","androphagous"
"tamas","androphyll"
"tamashoz","androphobia"
"tamasnak","androphonomania"
"tamassal","Androphonos"
"tamaszkodni","androphore"
"tamasztott","androphorous"
"tamoga","androphorum"
"tamogat","Andropogon"
"tamogatas","Andros"
"tamogatasa","Androsace"
"tamogatasabol","Androscoggin"
"tamogatasanak","androseme"
"tamogatasara","androsin"
"tamogatasarol","androsphinges"
"tamogatasat","androsphinx"
"tamogatasban","androsphinxes"
"tamogatasbol","androsporangium"
"tamogatasok","androspore"
"tamogatasra","androsterone"
"tamogatast","androtauric"
"tamogatja","androtomy"
"tamogatott","Androuet"
"tamogatta","androus"
"tamogatta","Androw"
"hogy","Andrsy"
"tamogattak","Andrus"
"tan","ands"
"tana","Andvar"
"tanacs","Andvare"
"tanacsabol","Andvari"
"tanacsadoi","ane"
"tanacsadoja","Aneale"
"tanacsahoz","anear"
"tanacsara","aneared"
"tanacskozas","anearing"
"tanacskozasanak","anears"
"tanacskozason","aneath"
"tanacskozast","anecdysis"
"tanacskozik","anecdota"
"tanacskozni","anecdotage"
"tanacsokra","anecdotal"
"tanacsos","anecdotalism"
"tanacsot","anecdotalist"
"tanacsotokra","anecdotally"
"tanak","anecdote"
"tanar","anecdotes"
"tanarai","anecdote's"
"tanfolyam","anecdotic"
"tanfolyamainkra","anecdotical"
"tanfolyami","anecdotically"
"tanfolyamok","anecdotist"
"tanfolyamokon","anecdotists"
"tangencialis","anechoic"
"tangentialisan","Aney"
"tani","anelace"
"tanit","anelastic"
"tanitani","anelasticity"
"tanitas","anele"
"tanitasi","anelectric"
"tanitjak","anelectrode"
"tanitok","anelectrotonic"
"tanitott","anelectrotonus"
"tanitottak","aneled"
"tanitvanyomat","aneles"
"tankonyvekrol","aneling"
"tankszeru","anelytrous"
"tanszek","anem-"
"tanszeke","anematize"
"tanszekek","anematized"
"tanszeken","anematizing"
"tanszeki","anematosis"
"tanu","Anemia"
"tanui","anemias"
"tanukra","anemic"
"tanul","anemically"
"tanulast","anemious"
"tanulmany","anemo-"
"tanulmanyi","anemobiagraph"
"tanulmanyokhoz","anemochord"
"tanulmanyozzak","anemochore"
"tanulnak","anemochoric"
"tanulni","anemochorous"
"tanulo","anemoclastic"
"tanulok","anemogram"
"tanulsz","anemograph"
"tanultam","anemography"
"tanultok","anemographic"
"tanyazik","anemographically"
"tanzaniaban","anemology"
"tapasztalat","anemologic"
"tapasztalata","anemological"
"tapasztalatabol","anemometer"
"tapasztalataikrol","anemometers"
"tapasztalatairol","anemometer's"
"tapasztalatait","anemometry"
"tapasztalatokkal","anemometric"
"tapasztalatom","anemometrical"
"tapasztalhato","anemometrically"
"tapasztaltsaga","anemometrograph"
"taplalkozol","anemometrographic"
"taplalni","anemometrographically"
"tar","anemonal"
"tarafas","anemone"
"taramerlege","Anemonella"
"taraszjuk","anemones"
"tarca","anemony"
"tarcat","anemonin"
"targgyal","anemonol"
"targy","anemopathy"
"targyal","anemophile"
"targyala","anemophily"
"targyalas","anemophilous"
"targyalasa","Anemopsis"
"targyalasai","anemoscope"
"targyalasairol","anemoses"
"targyalasarol","anemosis"
"targyalasi","anemotactic"
"targyalasok","anemotaxis"
"targyalasokat","Anemotis"
"targyalason","anemotropic"
"targyalast","anemotropism"
"targyalja","anencephaly"
"targyaljak","anencephalia"
"targyaljon","anencephalic"
"targyalni","anencephalotrophia"
"targyalo","anencephalous"
"targyaloasztalhoz","anencephalus"
"targyalt","anend"
"targyalta","an-end"
"targyaltak","anenergia"
"targyalva","anenst"
"targyas","anent"
"targyatlan","anenterous"
"targyeset","anepia"
"targyesetben","anepigraphic"
"targyesete","anepigraphous"
"targyjel","anepiploic"
"targysorozatarol","anepithymia"
"targytalan","anerethisia"
"tari","aneretic"
"tarifak","anergy"
"tarjan","anergia"
"tarkony","anergias"
"taroczy","anergic"
"tarok","anergies"
"tarolja","anerythroplasia"
"tarolo","anerythroplastic"
"tarolt","anerly"
"tarsadaldalmi","aneroid"
"tarsadalmi","aneroidograph"
"tarsadalom","aneroids"
"tarsadalombiztositas","anerotic"
"tarsadalombiztositasi","anes"
"tarsainkat","Anesidora"
"tarsalgasi","anesis"
"tarsasadalmi","anesone"
"tarsasag","Anestassia"
"tarsasagban","anesthesia"
"tarsasaghoz","anesthesiant"
"tarsasagi","anesthesias"
"tarsulas","anesthesimeter"
"tarsulasi","anesthesiology"
"tarsulasok","anesthesiologies"
"tarsulasokrol","anesthesiologist"
"tarsulatokrol","anesthesiologists"
"tart","anesthesiometer"
"tartalekabol","anesthesis"
"tartalekalapjat","anesthetic"
"tartaleknapon","anesthetically"
"tartalekos","anesthetics"
"tartalma","anesthetic's"
"tartalmaban","anesthetist"
"tartalmanak","anesthetists"
"tartalmat","anesthetization"
"tartalmaz","anesthetize"
"tartalmazna","anesthetized"
"tartalmaznak","anesthetizer"
"tartalmazni","anesthetizes"
"tartalmazo","anesthetizing"
"tartalmazza","anesthyl"
"tartalomjegyzek","anestri"
"tartalybol","anestrous"
"tartana","anestrus"
"tartanak","Anet"
"tartani","Aneta"
"tartasa","Aneth"
"tartasabol","anethene"
"tartasara","anethol"
"tartasba","anethole"
"tartasban","anetholes"
"tarthatatlan","anethols"
"tarthatunk","Anethum"
"tartja","anetic"
"tartjak","anetiological"
"tarto","Aneto"
"tartom","Anett"
"tartomanyi","Anetta"
"tartomanyok","Anette"
"tartott","aneuch"
"tartottak","aneuploid"
"tartozas","aneuploidy"
"tartozasok","aneuria"
"tartozik","aneuric"
"tartozkodasi","aneurilemmic"
"tartozkodassal","Aneurin"
"tartozkodik","aneurine"
"tartozkodo","aneurins"
"tartozkodtam","aneurism"
"tartozna","aneurysm"
"tartoznak","aneurismal"
"tartozo","aneurysmal"
"tartozom","aneurismally"
"tartoztam","aneurysmally"
"tartoztatjak","aneurismatic"
"tartunk","aneurysmatic"
"tas","aneurisms"
"tasahoz","aneurysms"
"tasarol","anew"
"tasi","Anezeh"
"tasnadi","ANF"
"tasra","anfeeld"
"tasrol","anfract"
"tast","anfractuose"
"tat","anfractuosity"
"tatabanya","anfractuous"
"tatai","anfractuousness"
"tatan","anfracture"
"tatjak","Anfuso"
"tatlannak","ANG"
"tatta","anga"
"taut","Angadreme"
"tavaly","Angadresma"
"tavalyi","angakok"
"tavalyihoz","angakoks"
"tavasszal","angakut"
