"Greek","English"
"αγοραπωλησία","auride"
"αγοραφοβικός","Aurie"
"αγοροκόριτσο","auriferous"
"αγριάνθρωπος","aurifex"
"αγριοκάτσικο","aurify"
"αγριοκερασιά","aurific"
"αγριοκοιτάζω","aurification"
"αδελφικότητα","aurified"
"αδελφοκτονία","aurifying"
"αδελφοκτόνος","auriflamme"
"αδελφοποίηση","auriform"
"αδερφοποιτός","Auriga"
"αδημοσίευτος","Aurigae"
"αδιαβάθμητος","aurigal"
"αδιακόρευτος","aurigation"
"αδιακόσμητος","aurigerous"
"αδιαμόρφωτος","Aurigid"
"αδιαπέραστος","Aurignac"
"αδιαπότιστος","Aurignacian"
"αδιασάλευτος","aurigo"
"αδιατάρακτος","aurigraphy"
"αδιαχώριστος","auri-iodide"
"αδιερεύνητος","auryl"
"αδογμάτιστος","aurilave"
"αεραθλητικός","Aurilia"
"αεριτζίδικος","aurin"
"αεριωθούμενο","aurinasal"
"αεροθεραπεία","aurine"
"αερομεταφορά","Auriol"
"αεροναυμαχία","auriphone"
"αεροναυπηγός","auriphrygia"
"αεροναυτικός","auriphrygiate"
"αεροπειρατής","auripigment"
"αεροψεκασμός","auripuncture"
"αζωγράφιστος","aurir"
"αθησαύριστος","auris"
"αθλητιατρική","auriscalp"
"αιματοκρίτης","auriscalpia"
"αιματοκυλίζω","auriscalpium"
"αιμοδυναμική","auriscope"
"αιμομικτικός","auriscopy"
"αιμορραγικός","auriscopic"
"αιμορροφιλία","auriscopically"
"αιμοσφαιρίνη","aurist"
"αινιγματικός","aurists"
"αισθηματικός","Aurita"
"αισθησιασμός","aurite"
"αισχροκερδής","aurited"
"αιτιολογικός","aurivorous"
"αιφνιδιασμός","Aurlie"
"ακαδημαϊσμός","auro-"
"ακαθοδήγητος","auroauric"
"ακαλαισθησία","aurobromide"
"ακαλαίσθητος","auroch"
"ακατάγγελτος","aurochloride"
"ακαταδίωκτος","aurochs"
"ακαταμάχητος","aurochses"
"ακατανίκητος","aurocyanide"
"ακατάπαυστος","aurodiamine"
"ακαταπόνητος","auronal"
"ακατάρτιστος","Auroora"
"ακατέργαστος","aurophobia"
"ακατοχύρωτος","aurophore"
"ακολλάριστος","Aurora"
"ακομμάτιστος","aurorae"
"ακροαματικός","auroral"
"ακροβατισμός","aurorally"
"ακροβολιστής","auroras"
"ακρογωνιαίος","Aurore"
"ακροθαλασσιά","aurorean"
"ακτιβιστικός","Aurorian"
"ακτινοβόληση","aurorium"
"ακτινογραφία","aurotellurite"
"αλαβάστρινος","aurothiosulphate"
"αλαφιασμένος","aurothiosulphuric"
"αλαφρομυαλιά","aurous"
"αλαφρόμυαλος","aurrescu"
"αλγοριθμικός","Aurthur"
"αλεξανδρινός","aurulent"
"αλεξικέραυνο","Aurum"
"αλεξίσφαιρος","aurums"
"αλεπουδίσιος","aurung"
"αλητάμπουρας","Aurungzeb"
"αλκαλικότητα","aurure"
"αλλαντοποιία","AUS"
"αλλαξοπιστία","Aus."
"αλληλένδετος","Ausable"
"αλληλογραφία","Auschwitz"
"αλληλοεπιδρώ","auscult"
"αλληλοπάθεια","auscultascope"
"αλλοπαρμένος","auscultate"
"αλογάριαστος","auscultated"
"αλουμινένιος","auscultates"
"αλυτρωτισμός","auscultating"
"αλχημιστικός","auscultation"
"αμαξοστοιχία","auscultations"
"αμαρκάριστος","auscultative"
"αμερικάνικος","auscultator"
"αμετακίνητος","auscultatory"
"αμετάλλακτος","Auscultoscope"
"αμεταμέλητος","Ause"
"αμετάπειστος","ausform"
"αμετάτρεπτος","ausformed"
"αμετάφραστος","ausforming"
"αμνημόνευτος","ausforms"
"αμνιοκέντηση","ausgespielt"
"αμοιβαιότητα","Ausgleich"
"αμπελουργική","Ausgleiche"
"αμπελοχώραφο","Aushar"
"αμυγδαλεώνας","Auslander"
"αμυγδαλίτιδα","auslaut"
"αμυγδαλόψιχα","auslaute"
"αναβαθμολογώ","Auslese"
"αναβαπτισμός","Ausones"
"αναγκαιότητα","Ausonian"
"αναγκαστικός","Ausonius"
"αναγνωστήριο","auspex"
"αναγνωστικός","auspicate"
"αναδανεισμός","auspicated"
"αναδημιουργώ","auspicating"
"αναδημοσιεύω","auspice"
"αναδιαρθρώνω","auspices"
"αναδιάρθρωση","auspicy"
"αναδιατυπώνω","auspicial"
"αναδιατύπωση","auspicious"
"αναζωογόνηση","auspiciously"
"αναθεμάτισμα","auspiciousness"
"αναθηματικός","Aussie"
"αναισθητικός","aussies"
"ανακατασκευή","Aust"
"ανακατατάσσω","Aust."
"ανακατωσούρα","Austafrican"
"ανακλαστικός","austausch"
"ανακλητήριος","Austell"
"ανακοινωθείς","austemper"
"ανακριβολογώ","Austen"
"αναλογίζομαι","austenite"
"αναμαλλιάρης","austenitic"
"αναμεταδότης","austenitize"
"αναμνηστικός","austenitized"
"αναμφίλεκτος","austenitizing"
"αναντίλεκτος","Auster"
"αναντίρρητος","austere"
"αναξιοκρατία","austerely"
"αναξιοπάθεια","austereness"
"αναξιοπιστία","austerer"
"αναξιόπιστος","austerest"
"αναξιοπρεπής","austerity"
"αναπαράσταση","austerities"
"αναπλαστικός","Austerlitz"
"αναπληρώτρια","austerus"
"αναπόδραστος","Austin"
"αναπολόγητος","Austina"
"αναπόσβεστος","Austinburg"
"αναπόσπαστος","Austine"
"αναπότρεπτος","Austinville"
"αναπόφευκτος","Auston"
"αναπτυξιακός","austr-"
"αναρριχιέμαι","Austral"
"ανασκολοπίζω","Austral."
"ανασκούμπωμα","Australanthropus"
"ανασκουμπώνω","Australasia"
"ανασταλτικός","Australasian"
"αναστεναγμός","Australe"
"αναστρέψιμος","australene"
"ανασφάλιστος","Austral-english"
"ανασχηματίζω","Australia"
"ανατιμητικός","Australian"
"ανατολίτικος","Australiana"
"ανατολίτισσα","Australianism"
"ανατρεπτικός","Australianize"
"ανατρίχιασμα","Australian-oak"
"αναφλεκτήρας","australians"
"αναφομοίωτος","Australic"
"αναχρονισμός","Australioid"
"αναχωρητικός","Australis"
"ανδροπρέπεια","australite"
"ανειδίκευτος","Australoid"
"ανειλημμένος","Australopithecinae"
"ανειλικρινής","Australopithecine"
"ανειρήνευτος","Australopithecus"
"ανείσπρακτος","Australorp"
"ανεκδιήγητος","australs"
"ανεκπλήρωτος","Austrasia"
"ανεκτέλεστος","Austrasian"
"ανεκτικότητα","Austreng"
"ανελκυστήρας","Austria"
"ανελλήνιστος","Austria-Hungary"
"ανεμοδείκτης","Austrian"
"ανεμπόδιστος","Austrianize"
"ανενδοίαστος","austrians"
"ανενημέρωτος","Austric"
"ανεξάλειπτος","austrine"
"ανεξάντλητος","austringer"
"ανεξέλεγκτος","austrium"
"ανεξεταστέος","Austro-"
"ανεξιθρησκία","Austroasiatic"
"ανεξίθρησκος","Austro-Asiatic"
"ανεπάγγελτος","Austro-columbia"
"ανεπαίσθητος","Austro-columbian"
"ανεπηρέαστος","Austrogaea"
"ανεπίγνωστος","Austrogaean"
"ανεπιθύμητος","Austro-Hungarian"
"ανεπιστρεπτί","Austro-malayan"
"ανεπίτευκτος","austromancy"
"ανεπίτρεπτος","Austronesia"
"ανερμάτιστος","Austronesian"
"ανερμήνευτος","Austrophil"
"ανευθυνότητα","Austrophile"
"ανεφάρμοστος","Austrophilism"
"ανεφοδιασμός","Austroriparian"
"ανησυχητικός","Austro-swiss"
"ανθελληνικός","Austwell"
"ανθρακοφόρος","ausu"
"ανθρακωρύχος","ausubo"
"ανθρωπογενής","ausubos"
"ανθρωποειδής","aut-"
"ανθρωποημέρα","autacoid"
"ανθρωποθυσία","autacoidal"
"ανθρωπολογία","autacoids"
"ανθρωπολόγος","autaesthesy"
"ανθρωποσφαγή","autallotriomorphic"
"ανθρωποφαγία","autantitypy"
"ανθρωποφάγος","autarch"
"ανθυπίλαρχος","autarchy"
"ανιδιοτέλεια","autarchic"
"ανισομεγέθης","autarchical"
"ανιχνεύσιμος","autarchically"
"ανιχνευτικός","autarchies"
"ανοιγοκλείνω","autarchist"
"ανοικοδόμηση","Autarchoglossa"
"ανοιξιάτικος","autarky"
"ανοιχτομάτης","autarkic"
"ανοιχτοχέρης","autarkical"
"ανομοιογενής","autarkically"
"ανομολόγητος","autarkies"
"ανονείρευτος","autarkik"
"ανορθογραφία","autarkikal"
"ανορθόγραφος","autarkist"
"ανοσιούργημα","Autaugaville"
"ανταγωνισμός","aute"
"ανταγωνιστής","autechoscope"
"ανταλλακτικό","autecy"
"ανταλλάξιμος","autecious"
"ανταποκριτής","auteciously"
"αντεργατικός","auteciousness"
"αντιβασιλέας","autecism"
"αντιβασιλεία","autecisms"
"αντιβασιλιάς","autecology"
"αντιβιοτικός","autecologic"
"αντιγραφικός","autecological"
"αντιγριπικός","autecologically"
"αντιδήμαρχος","autecologist"
"αντιδιαστολή","autem"
"αντιεμετικός","autere"
"αντιηγετικός","Auteuil"
"αντικαταβολή","auteur"
"αντικυκλώνας","auteurism"
"αντιληπτικός","auteurs"
"αντιλήπτορας","autexousy"
"αντιλογισμός","auth"
"αντιλυσσικός","auth."
"αντιμεθαύριο","authentic"
"αντιμετάθεση","authentical"
"αντιμεταθέτω","authentically"
"αντιμετωπίζω","authenticalness"
"αντιμετώπιση","authenticatable"
"αντιναύαρχος","authenticate"
"αντιπαλότητα","authenticated"
"αντιπαραβολή","authenticates"
"αντιπαράθεση","authenticating"
"αντιπαραθέτω","authentication"
"αντιπαράταξη","authentications"
"αντιπηκτικός","authenticator"
"αντιπροεδρία","authenticators"
"αντιπρόεδρος","authenticity"
"αντιπρόπερσι","authenticities"
"αντιπροσφορά","authenticly"
"αντιπρόσωπος","authenticness"
"αντιπροτείνω","authigene"
"αντιπρύτανης","authigenetic"
"αντιρρητικός","authigenic"
"αντισηπτικός","authigenous"
"αντισταθμίζω","Authon"
"αντιστάθμιση","author"
"αντιστατικός","authorcraft"
"αντιστέκομαι","author-created"
"αντιστήριγμα","authored"
"αντιστοιχίζω","author-entry"
"αντιστοίχιση","authoress"
"αντιστρεπτός","authoresses"
"αντισφαίριση","authorhood"
"αντιφασίστας","authorial"
"αντιφέγγισμα","authorially"
"αντιψυκτικός","authoring"
"αντλιοστάσιο","authorisable"
"αντρογυναίκα","authorisation"
"ανυπέρβλητος","authorise"
"ανυπομονησία","authorised"
"ανυποχώρητος","authoriser"
"ανυποψίαστος","authorish"
"αξιοζήλευτος","authorising"
"αξιοθρήνητος","authorism"
"αξιοκρατικός","authoritarian"
