"Thai","English"
"กมุท","cenacles"
"มโนช","cenaculum"
"เย็บ","Cenaean"
"ว็อบ","Cenaeum"
"ผ่อน","cenanthy"
"ปิ๋ว","cenanthous"
"เข้ม","cenation"
"ไรย์","cenatory"
"ซง้า","Cence"
"มล้า","cencerro"
"เถือ","cencerros"
"ลิ่ว","Cenchrias"
"หลีบ","Cenchrus"
"หั้น","Cenci"
"กรัง","cendre"
"กรัก","cene"
"กรับ","cenesthesia"
"ชรัด","cenesthesis"
"กรัม","cenesthetic"
"หงุบ","Cenis"
"ส้วม","cenizo"
"ขตอย","cenobe"
"ขวิด","cenoby"
"ป๊อป","cenobian"
"พุทธ","cenobies"
"สีซอ","cenobite"
"ชอ่ำ","cenobites"
"หานะ","cenobitic"
"ค้าน","cenobitical"
"สุดา","cenobitically"
"อมตะ","cenobitism"
"เส้น","cenobium"
"สาธร","cenogamy"
"ขยาด","cenogenesis"
"ตรุย","cenogenetic"
"ถนิม","cenogenetically"
"ก่าน","cenogonous"
"อโศก","Cenomanian"
"สาโท","cenosite"
"พริก","cenosity"
"ผอูน","cenospecies"
"หยัง","cenospecific"
"แคระ","cenospecifically"
"ผนิด","cenotaph"
"แครก","cenotaphy"
"มนัส","cenotaphic"
"ยื่น","cenotaphies"
"กล่า","cenotaphs"
"ขวาด","cenote"
"ขวาง","cenotes"
"ขวาว","Cenozoic"
"คล้ำ","cenozoology"
"คล้า","CENS"
"สีสะ","cense"
"สีสา","censed"
"จีวร","censer"
"ต่อย","censerless"
"ปสุต","censers"
"พลวก","censes"
"คคนา","censing"
"คคนะ","censitaire"
"เยิน","censive"
"ศาลา","censor"
"เสภา","censorable"
"ปุ้ย","censorate"
"จรรม","censored"
"เมธี","censorial"
"คบไฟ","censorian"
"ธนัฐ","censoring"
"เมธา","Censorinus"
"ปะมง","censorious"
"สะบะ","censoriously"
"แจ๋ว","censoriousness"
"กุ๊ย","censoriousnesses"
"มาริ","censors"
"มาระ","censorship"
"กุ๊น","censorships"
"แจ๋น","censual"
"ทวัย","censurability"
"หมวก","censurable"
"ถั่ว","censurableness"
"หมวด","censurably"
"ตรุษ","censure"
"ขยอก","censured"
"อพยพ","censureless"
"ขนาน","censurer"
"เดาะ","censurers"
"มลโค","censures"
"อาทร","censureship"
"อิสี","censuring"
"อิสิ","census"
"คนรถ","censused"
"เช้ง","censuses"
"ทรรป","censusing"
"แว่น","census's"
"แว่บ","cent"
"ดุ่ย","cent."
"เช้า","centage"
"พเนก","centai"
"แย็บ","cental"
"แพ้ว","centals"
"สีขน","centare"
"ปณีต","centares"
"เขนง","centas"
"โผเผ","centaur"
"ร่วม","centaurdom"
"พญาณ","Centaurea"
"อจลา","centauress"
"สงค์","Centauri"
"ภารต","centaury"
"กำภู","centaurial"
"ภารา","centaurian"
"กลีบ","centauric"
"เพณี","Centaurid"
"กอปร","Centauridium"
"ทรหน","centauries"
"เบรก","Centaurium"
"แห้ง","centauromachy"
"ม่วน","centauromachia"
"ทริป","centauro-triton"
"สูริ","centaurs"
"ตื้น","Centaurus"
"กดลง","centavo"
"กลัด","centavos"
"เด่า","centena"
"กวิล","centenar"
"พรอด","Centenary"
"กวิน","centenarian"
"รสขม","centenarianism"
"ม้วย","centenarians"
"ม้วน","centenaries"
"มาสก","centenier"
"ตุ๊ก","centenionales"
"ผณิน","centenionalis"
"ขมับ","centennia"
"ทศมี","centennial"
"ขมัง","centennially"
"สำลี","centennials"
"ธตรฐ","centennium"
"นิคม","Centeno"
"โด๊ป","Center"
"ไนท์","centerable"
"วรรช","centerboard"
"บ่าง","centerboards"
"วรรค","centered"
"ทั่ง","centeredly"
"อรญา","centeredness"
"หงส์","centerer"
"พกุล","center-fire"
"ศูทร","centerfold"
"คมขำ","centerfolds"
"โหว่","centering"
"โหว้","centerless"
"ภูมี","centerline"
"ภควา","centermost"
"มะยม","centerpiece"
"อนัญ","centerpieces"
"เวตร","centerpiece's"
"ถนัด","centerpunch"
"ตะถา","centers"
"สากะ","center's"
"ฦๅชา","center-sawed"
"ทลิท","center-second"
"ง้อม","centervelic"
"กั้ง","Centerville"
"กั้น","centerward"
"ศศธร","centerwise"
"อียู","centeses"
"พัทร","centesimal"
"จุติ","centesimally"
"เซ่อ","centesimate"
"เซ่ง","centesimation"
"สาระ","centesimi"
"ตั๋ว","centesimo"
"อาโป","centesimos"
"ลคุฬ","centesis"
"มายา","centesm"
"แหล่","Centetes"
"เทรด","centetid"
"ผลุง","Centetidae"
"เร่อ","centgener"
"พยาม","centgrave"
"พยาล","centi"
"เต่ง","centi-"
"พริบ","centiar"
"แน่ะ","centiare"
"ศยนะ","centiares"
"กูรู","centibar"
"กูรำ","centiday"
"กบาล","centifolious"
"ไกด์","centigrade"
"ผลุย","centigrado"
"โกรก","centigram"
"โกรด","centigramme"
"โกรม","centigrams"
"เกลา","centile"
"โกรศ","centiles"
"องศ์","centiliter"
"ควัน","centiliters"
"ควัก","centilitre"
"เหาะ","centillion"
"พรวด","centillions"
"คาเฟ","centillionth"
"ขื่น","Centiloquy"
"แปลน","Centimani"
"ฉลวย","centime"
"พรวน","centimes"
"ด่วน","centimeter"
"ไรผม","centimeter-gram"
"ละมา","centimeter-gram-second"
"แจ๊ด","centimeters"
"โข่ง","centimetre"
"ป่อง","centimetre-gramme-second"
"ระบบ","centimetre-gram-second"
"นริศ","centimetres"
"แสอก","centimo"
"แจจน","centimolar"
"กลวง","centimos"
"ยมภา","centinel"
"ไบต์","centinody"
"ดูดี","centinormal"
"ระบุ","centipedal"
"ระบม","centipede"
"อีซี","centipedes"
"ปุ๊บ","centipede's"
"โง้ง","centiplume"
"ธนพล","centipoise"
"โป้ง","centistere"
"หวิว","centistoke"
"เก็จ","centner"
"แมรี","centners"
"สารท","CENTO"
"ซานา","centon"
"ฐาปน","centones"
"กะยุ","centonical"
"เผละ","centonism"
"มหิป","centonization"
"ลมบก","Centonze"
"คนธ์","centos"
"เอนก","centr-"
"เป๊า","centra"
"ล้าน","centrad"
"แว้ด","Centrahoma"
"ยั้ว","central"
"ขาจร","centrale"
"ไสร้","centraler"
"แพรก","Centrales"
"ฟ้อง","centralest"
"กุระ","central-fire"
"สยาย","Centralia"
"เขมา","centralisation"
"รุจิ","centralise"
"นรชน","centralised"
"รุจา","centraliser"
"วสลี","centralising"
"วสละ","centralism"
"เร้า","centralist"
"พลตอ","centralistic"
"เร้น","centralists"
"ปีฐะ","centrality"
"หรณะ","centralities"
"คุ่ม","centralization"
"ยกพล","centralizations"
"สาธก","centralize"
"ปณาม","centralized"
"ศุจิ","centralizer"
"ฉลาง","centralizers"
"ฉลาม","centralizes"
"กลบท","centralizing"
"แก่น","centrally"
"ตะขบ","centralness"
"พลอย","centrals"
"ยั้ง","centranth"
"พลอด","Centranthus"
"เหรา","centrarchid"
"พลอน","Centrarchidae"
"งั่ว","centrarchoid"
"รำไพ","centration"
"ตะขอ","Centraxonia"
"แถลบ","centraxonial"
"นพกะ","Centre"
"งั่ก","centreboard"
"งั่ง","Centrechinoida"
"แถลง","centred"
"ลิเก","centref"
"โค้ก","centre-fire"
"โค้ต","centrefold"
"โค้ด","Centrehall"
"ลิมา","centreless"
"กลาง","centremost"
"หื่น","centrepiece"
"เห็บ","centrer"
"ธนุส","centres"
"อ๋อย","centrev"
"ขทิง","Centreville"
"ทรนง","centrex"
"บูชา","centry"
"ปิ้ม","centri-"
"ตีวง","centric"
"ธิดา","Centricae"
"สาสม","centrical"
"เฉลา","centricality"
"สาสน","centrically"
"แวมะ","centricalness"
"เฉลว","centricipital"
"ทั้ง","centriciput"
"ผาลา","centricity"
"ไตรย","centriffed"
"แหวน","centrifugal"
"กสิณ","centrifugalisation"
"ปฤษฐ","centrifugalise"
"เผือ","centrifugalization"
"หนาว","centrifugalize"
"หลอก","centrifugalized"
"หริต","centrifugalizing"
"มอซอ","centrifugaller"
"ไขหู","centrifugally"
"ฤๅชุ","centrifugate"
"โซรม","centrifugation"
"ต๊อก","centrifuge"
"โบว์","centrifuged"
"บำรู","centrifugence"
"ลุ้ง","centrifuges"
"พาหา","centrifuging"
"กริช","centring"
"แหวก","centrings"
"กริก","centriole"
"แหวด","centripetal"
"กริน","centripetalism"
"กริบ","centripetally"
"กริม","centripetence"
"กริว","centripetency"
"แหวะ","centriscid"
"พฤษภ","Centriscidae"
"โสลี","centrisciform"
"ติระ","centriscoid"
"วาริ","Centriscus"
"ปะทะ","centrism"
"ปะทุ","centrisms"
"เฉิด","centrist"
"ทแยง","centrists"
"ระบิ","centro"
"ไวน์","centro-"
"ภาษก","centroacinar"
"ภาษี","centrobaric"
"ตลาด","centrobarical"
"ปิ้ง","centroclinal"
"คำพร","centrode"
"จำนง","centrodesmose"
"จำนน","centrodesmus"
"สยอง","centrodorsal"
"สลวย","centrodorsally"
"พาหุ","centroid"
"สุกร","centroidal"
"ลั่ง","centroids"
"ลั่น","centrolecithal"
"ลลิต","Centrolepidaceae"
"สลวน","centrolepidaceous"
"แกระ","centrolinead"
"ละกล","centrolineal"
"สดับ","centromere"
"หวี่","centromeric"
"จุ่ม","centronote"
"ดลญา","centronucleus"
"ทาฒะ","centroplasm"
"พาหะ","Centropomidae"
"สกุณ","Centropomus"
"ภิสะ","Centrosema"
"จริต","centrosymmetry"
"จริน","centrosymmetric"
"จริก","centrosymmetrical"
"มะไฟ","Centrosoyus"
"จุ่น","centrosome"
"เหว่","centrosomic"
"จุ่ง","Centrospermae"
"เจีย","centrosphere"
"หนึบ","Centrotus"
"กู๊ด","centrum"
"สีใส","centrums"
"หนุบ","centrutra"
"รุ่ม","cents"
"ไฉไล","centum"
"แร้ว","centums"
"รุ่ง","centumvir"
"เปตา","centumviral"
"เลเป","centumvirate"
"คุลา","Centunculus"
"พลาญ","centuple"
"พลาย","centupled"
"หาสก","centuples"
"ฉลีก","centuply"
"ชาวี","centuplicate"
"ผะสา","centuplicated"
"ทุ้ย","centuplicating"
"สาโส","centuplication"
"ทุ้ง","centupling"
"ชะนี","centure"
"อกรา","Century"
"มั้ม","Centuria"
"จทึง","centurial"
"ทะเล","centuriate"
"หมู่","centuriation"
"ทำเล","centuriator"
"ตานี","centuried"
"อุทร","centuries"
"เตละ","centurion"
"พิทย","centurions"
"ตำตา","century's"
"ปลาย","centurist"
"ปลาบ","CEO"
"ปลาต","ceonocyte"
"ด้อย","ceorl"
"ชานุ","ceorlish"
"ศุนะ","ceorls"
"แครป","cep"
"แห่ง","cepa"
"เทวษ","cepaceous"
"ตะไบ","cepe"
"ดำไร","cepes"
"ริปู","cephadia"
"ตำแบ","cephaeline"
"ตำแย","Cephaelis"
"ทรีต","cephal-"
"โดฮา","cephala"
"เสบย","Cephalacanthidae"
"ซ้อง","Cephalacanthus"
"เสลา","cephalad"
"เดย์","cephalagra"
"ตากบ","cephalalgy"
"หงอก","cephalalgia"
"ฐิฏิ","cephalalgic"
"ปกติ","cephalanthium"
"ทำไฟ","cephalanthous"
"เท็จ","Cephalanthus"
"แหมะ","Cephalaspis"
"ถวัด","Cephalata"
"ตลึง","cephalate"
"มินิ","cephaldemae"
"โยนก","cephalemia"
"คราง","cephaletron"
"ราโท","Cephaleuros"
"อำลา","cephalexin"
"ศยาม","cephalhematoma"
"คราญ","cephalhydrocele"
"นาโต","cephalic"
"ถิ่น","cephalically"
"ปลัง","cephalin"
"สูจิ","Cephalina"
"ข่อย","cephaline"
"โว่ง","cephalins"
"โมฆะ","cephalism"
"โยนี","cephalitis"
"สรูป","cephalization"
"ทรูธ","cephalo-"
"คราด","cephaloauricular"
"มลวก","cephalob"
"พร่ำ","Cephalobranchiata"
"มื่น","cephalobranchiate"
"ดำริ","cephalocathartic"
"ศิลา","cephalocaudal"
"วิกล","cephalocele"
"หงอย","cephalocentesis"
"สุรา","cephalocercal"
"โฉเก","Cephalocereus"
"ขษัย","cephalochord"
"บั่ว","Cephalochorda"
"รถชน","cephalochordal"
"เสตุ","Cephalochordata"
"เสติ","cephalochordate"
"มุลู","cephalocyst"
"จ่อม","cephaloclasia"
"คราว","cephaloclast"
"ผมไฟ","cephalocone"
"มหัต","cephaloconic"
"ดึ่ม","cephalodia"
"ก้อง","cephalodymia"
"ถลัน","cephalodymus"
"กงสี","cephalodynia"
"คุ้ง","cephalodiscid"
"อนาถ","Cephalodiscida"
"คุ้ย","Cephalodiscus"
"คอวี","cephalodium"
"แพลม","cephalofacial"
"อุ่น","cephalogenesis"
"เยซู","cephalogram"
"ตะบม","cephalograph"
"ก้อม","cephalohumeral"
