"Turkish","English"
"söğüştürmek","boundedness"
"söğüt","bounden"
"söğütlü","bounder"
"söğütlük","bounderish"
"söhret","bounderishly"
"sökel","bounders"
"sökme","bounding"
"sökmek","boundingly"
"söktürme","boundless"
"söktürmek","boundlessly"
"sökük","boundlessness"
"sökükçü","boundlessnesses"
"sökülme","boundly"
"sökülmek","boundness"
"sökülmesi","Bounds"
"sökülmüş","boundure"
"sökülüş","bounteous"
"söküm","bounteously"
"sökün","bounteousness"
"söküntü","Bounty"
"sökü","bountied"
"söküp","bounties"
"söküş","bounty-fed"
"sölom","Bountiful"
"sölomlular","bountifully"
"sölpük","bountifulness"
"sölpüme","bountihead"
"sölpümek","bountyless"
"sömestir","bountiousness"
"sömestr","bounty's"
"sömikok","bountith"
"sömürge","bountree"
"sömürgeci","Bouphonia"
"sömürgecilik","bouquet"
"sömürgeleşme","bouquetiere"
"sömürgeleşmek","bouquetin"
"sömürgeleştirme","bouquets"
"sömürgeleştirmek","bouquet's"
"sömürgen","bouquiniste"
"sömürgenlik","bour"
"sömürme","bourage"
"sömürmek","bourasque"
"sömürü","Bourbaki"
"sömürücü","Bourbon"
"sömürücülük","Bourbonesque"
"sömürülen","Bourbonian"
"sömürülme","Bourbonic"
"sömürülmek","Bourbonism"
"sömürüş","Bourbonist"
"söndürme","bourbonize"
"söndürmek","Bourbonnais"
"söndürücü","bourbons"
"söndürülme","bourd"
"söndürülmek","bourder"
"sönme","bourdis"
"sönmek","bourdon"
"sönmüş","bourdons"
"sönük","bourette"
"sönüklük","Bourg"
"sönüm","bourgade"
"sönümleme","Bourgeois"
"sönümlemek","bourgeoise"
"sönümlü","bourgeoises"
"sönümsüz","bourgeoisie"
"sör","bourgeoisies"
"sörf","bourgeoisify"
"sörfçü","bourgeoisitic"
"sövdürme","bourgeon"
"sövdürmek","bourgeoned"
"söve","bourgeoning"
"söven","bourgeons"
"sövgü","Bourges"
"sövgücü","Bourget"
"sövme","Bourgogne"
"sövmek","bourgs"
"sövücü","Bourguiba"
"sövülme","bourguignonne"
"sövülmek","Bourignian"
"sövüntü","Bourignianism"
"sövüp","Bourignianist"
"sövüş","Bourignonism"
"sövüşme","Bourignonist"
"sövüşmek","Bourke"
"sövüştürme","bourkha"
"sövüştürmek","bourlaw"
"söyledi","Bourn"
"söylediğini","Bourne"
"söylem","Bournemouth"
"söyleme","bournes"
"söylemek","Bourneville"
"söylememek","bournless"
"söylemesi","bournonite"
"söylemeye","bournous"
"söylemseme","bourns"
"söylemsemek","bourock"
"söylence","Bourout"
"söylencebilim","Bourque"
"söylencebilimsel","bourr"
"söylenceler","bourran"
"söylencesel","bourrasque"
"söylenecek","bourre"
"söylenegelmiş","bourreau"
"söylenen","bourree"
"söylenilme","bourrees"
"söylenilmek","bourrelet"
"söyleniş","bourride"
"söylenişine","bourrides"
"söylenme","Bourse"
"söylenmek","bourses"
"söylenmemiş","Boursin"
"söylenti","bourtree"
"söyleşi","bourtrees"
"söyleşim","Bouse"
"söyleşme","boused"
"söyleşmek","bouser"
"söyletme","bouses"
"söyletmek","bousy"
"söyletmemek","bousing"
"söylev","bousouki"
"söylevci","bousoukia"
"söyleyeceğim","bousoukis"
"söyleyeceği","Boussingault"
"söyleyememek","Boussingaultia"
"söyleyen","boussingaultite"
"söyleyerek","boustrophedon"
"söyleyim","boustrophedonic"
"söyleyiniz","bout"
"söyleyiş","boutade"
"söz","boutefeu"
"sözavcılığı","boutel"
"sözavcısı","boutell"
"sözbilim","Bouteloua"
"sözce","bouteria"
"sözcü","bouteselle"
"sözcük","boutylka"
"sözcülük","boutique"
"sözde","boutiques"
"söze","Boutis"
"sözel","bouto"
"sözgelişi","Bouton"
"sözgötürmez","boutonniere"
"sözle","boutonnieres"
"sözlendirici","boutons"
"sözlendiricilik","boutre"
"sözlendirme","bouts"
"sözlendirmede","bout's"
"sözlendirmek","bouts-rimes"
"sözlenmek","Boutte"
"sözleriyle","Boutwell"
"sözleşme","Bouvard"
"sözleşmeci","Bouvardia"
"sözleşmek","bouvier"
"sözleşmeli","bouviers"
"sözleşmesiz","Bouvines"
"sözlü","bouw"
"sözlük","bouzouki"
"sözlükbirim","bouzoukia"
"sözlükçe","bouzoukis"
"sözlükçü","Bouzoun"
"sözlükçülük","Bovard"
"sözsüz","bovarism"
"sözü","bovarysm"
"sözügeçer","bovarist"
"sözüm","bovaristic"
"sözün","bovate"
"sözünde","Bove"
"sözünden","Bovey"
"sözüne","bovenland"
"sözünübilmez","Bovensmilde"
"sözünü","Bovet"
"sözünün","Bovgazk"
"sözyitimi","bovicide"
"spaghetti","boviculture"
"spazm","bovid"
"spektroskop","Bovidae"
"spektroskopi","bovids"
"spektrum","boviform"
"spekülasyon","Bovill"
"spekülatör","Bovina"
"sperm","bovine"
"sperma","bovinely"
"spermasızlık","bovines"
"spermatozoit","bovinity"
"spesifik","bovinities"
"spesiyal","Bovista"
"spesiyalist","bovld"
"spesiyalite","bovoid"
"spika","bovovaccination"
"spiker","bovovaccine"
"spikerlik","Bovril"
"spiral","bovver"
"spiril","Bow"
"spiritualist","bowable"
"spiritualizm","bowback"
"spiritüalizm","bow-back"
"spiritüel","bow-backed"
"spk","bow-beaked"
"spolet","bow-bearer"
"sponsor","Bow-bell"
"sponsorluk","Bowbells"
"spontane","bow-bending"
"spontaneizm","bowbent"
"spor","bowboy"
"sporcu","bow-compass"
"sporculuk","Bowden"
"sporlanma","Bowdichia"
"sporlanmak","bow-dye"
"sporlular","bow-dyer"
"sporsever","Bowditch"
"sportif","Bowdle"
"sportmen","bowdlerisation"
"spot","bowdlerise"
"spotçu","bowdlerised"
"sprey","bowdlerising"
"spritualizm","bowdlerism"
"spritüel","bowdlerization"
"spy","bowdlerizations"
"sri","bowdlerize"
"stabil","bowdlerized"
"stabilizasyon","bowdlerizer"
"stabilization","bowdlerizes"
"stabilizatör","bowdlerizing"
"stabilize","Bowdoin"
"stadya","Bowdoinham"
"stadyum","Bowdon"
"stafilokok","bow-draught"
"stagflasyon","bowdrill"
"staj","Bowe"
"stajer","bowed"
"stajyer","bowed-down"
"stajyerlik","bowedness"
"stand","bowel"
"standardizasyon","boweled"
"standardize","boweling"
"standart","Bowell"
"standartlaşma","bowelled"
"standartlaşmak","bowelless"
"standartlaştırma","bowellike"
"standartlaştırmak","bowelling"
"stant","bowels"
"star","bowel's"
"starking","Bowen"
"start","bowenite"
"starta","Bower"
"stat","bowerbird"
"statik","bower-bird"
"statolit","bowered"
"stator","Bowery"
"statosist","boweries"
"statör","Boweryish"
"statü","bowering"
"statüko","bowerlet"
"statükocu","bowerly"
"stearik","bowerlike"
"stearin","bowermay"
"sten","bowermaiden"
"steno","Bowerman"
"stenograf","Bowers"
"stenografi","Bowerston"
"stenotip","Bowersville"
"step","bowerwoman"
"stepne","Bowes"
"ster","bowess"
"steradyan","bowet"
"stereo","bowfin"
"stereofoni","bowfins"
"stereofonik","bowfront"
"stereografi","bowge"
"stereografik","bowgrace"
"stereoskop","bow-hand"
"stereoskopik","bowhead"
"stereotipi","bowheads"
"steril","bow-houghd"
"sterilizasyon","bowyang"
"sterilize","bowyangs"
"sterilleşme","Bowie"
"sterilleşmek","bowieful"
"sterlin","bowie-knife"
"sterol","Bowyer"
"stetoskop","bowyers"
"steyşın","bowing"
"stil","bowingly"
"stilist","bowings"
"stilistik","bow-iron"
"stilizasyon","bowk"
"stilize","bowkail"
"stilo","bowker"
"stipul","bowknot"
"stoacı","bowknots"
"stoacılık","bowl"
"stok","bowla"
"stokaj","bowlder"
"stokçu","bowlderhead"
"stokçuluk","bowldery"
"stoklama","bowldering"
"stoklamak","bowlders"
"stop","Bowlds"
"stopaj","bowle"
"stor","bowled"
"store","bowleg"
"storlu","bowlegged"
"stratej","bow-legged"
"strateji","bowleggedness"
"stratejik","Bowlegs"
"stratigrafi","Bowler"
"stratosfer","bowlers"
"stratus","Bowles"
"streç","bowless"
"streptokok","bow-less"
"streptomisin","bowlful"
"stres","bowlfuls"
"streslenme","bowly"
"streslenmek","bowlike"
"stresli","bowlin"
"striknin","bowline"
"striptiz","bowlines"
"striptizci","bowline's"
"stroboskop","bowling"
"stronsiyum","bowlings"
"strontiyum","bowllike"
"structuralisme","bowlmaker"
"strüktür","bowls"
"strüktüralist","bowl-shaped"
"strüktüralizm","Bowlus"
"strüktürel","bowmaker"
"stüdyo","bowmaking"
"su","Bowman"
"sual","Bowmansdale"
"suare","Bowmanstown"
"subaldıranı","Bowmansville"
"subap","bowmen"
"subasar","bown"
"subasman","Bowne"
"subaşı","bow-necked"
"subay","bow-net"
"subaylar","bowpin"
"subaylık","bowpot"
"subh","bowpots"
"subilgisi","Bowra"
"subiya","Bowrah"
"subjektif","bowralite"
"subjektivite","Bowring"
"subjektivizm","bows"
"suböceği","bowsaw"
"subra","bowse"
"subret","bowsed"
"substitution","bowser"
"subulat","bowsery"
"subya","bowses"
"subye","bow-shaped"
"sucu","bowshot"
"sucuğunu","bowshots"
"sucuk","bowsie"
"sucukçu","bowsing"
"sucukçuluk","bowsman"
"sucuklaşma","bowsprit"
"sucuklaşmak","bowsprits"
"sucul","bowssen"
"suculuk","bowstaff"
"suç","bowstave"
"suçbilim","bow-street"
"suçiçeği","bowstring"
"suçlama","bow-string"
"suçlamak","bowstringed"
"suçlandırılma","bowstringing"
"suçlandırılmak","bowstrings"
"suçlandırma","bowstring's"
"suçlandırmak","bowstrung"
"suçlanma","bowtel"
"suçlanmak","bowtell"
"suçlanmış","bowtie"
"suçlar","bow-window"
"suçlarını","bow-windowed"
"suçlayış","bowwoman"
"suçlu","bowwood"
"suçlularevi","bowwort"
"suçluluk","bowwow"
"suçsuz","bow-wow"
"suçsuzluk","bowwowed"
"suçu","bowwows"
"suçulluğu","Box"
"suçüstü","boxball"
"sud","boxberry"
"suda","boxberries"
"sudak","boxboard"
"sudan","boxboards"
"sudanlı","box-bordered"
"sufi","box-branding"
"sufle","boxbush"
"suflileşmek","box-calf"
"suflör","boxcar"
"suflörlük","boxcars"
"sugötürmez","boxcar's"
"suhulet","box-cleating"
"suhunet","box-covering"
"suibriği","boxed"
"suiistimal","box-edged"
"suikast","boxed-in"
"suikastçı","Boxelder"
"suikastçi","boxen"
"suiniyet","Boxer"
"suistimal","Boxerism"
"suizan","boxer-off"
"sukabağı","boxers"
"sukamışı","boxer-up"
"suketeni","boxes"
"sukırım","boxfish"
"sukunet","boxfishes"
"sukut","Boxford"
"sukuti","boxful"
"sukutuhayal","boxfuls"
"sulak","boxhaul"
"sulaklık","box-haul"
"sulale","boxhauled"
"sulamaç","boxhauling"
"sulamak","boxhauls"
"sulama","boxhead"
"sulandırıcı","boxholder"
"sulandırmak","Boxholm"
"sulanmak","boxy"
"sular","boxiana"
"sulatmak","boxier"
"sulbünden","boxiest"
"suleha","boxiness"
"sulfata","boxinesses"
"sulh","boxing"
"sulhçu","boxing-day"
"sulhçuluk","boxing-in"
"sulhperver","boxings"
"sulhsever","boxkeeper"
"sulhseverlik","box-leaved"
"sulp","boxlike"
"sulta","box-locking"
"sultan","boxmaker"
"sultani","boxmaking"
"sultanibuselik","boxman"
"sultanihüzzam","box-nailing"
"sultaniyegah","box-office"
"sultanlar","box-plaited"
"sultanlık","boxroom"
"sultanoğlu","box-shaped"
"sulu","box-strapping"
"sulugözlü","boxthorn"
"suluk","boxthorns"
"sululaşma","boxty"
"sululaşmak","boxtop"
"sululuk","boxtops"
"suma","boxtop's"
"sumak","boxtree"
"sumen","box-tree"
"sumer","box-trimming"
"sumerce","box-turning"
"sumercimeği","boxwallah"
"sumermeri","boxwood"
"sumerolog","boxwoods"
"sumeroloji","boxwork"
"sumsuk","Boz"
"sumsuklama","boza"
"sumsuklamak","bozal"
"suna","Bozcaada"
"sunak","Bozeman"
"sundurma","Bozen"
"sundurmak","bozine"
"sungu","Bozman"
"sungur","bozo"
"sunilik","Bozoo"
"suni","bozos"
"sunma","Bozovich"
"sunmak","Bozrah"
"sunta","Bozuwa"
"suntıraç","Bozzaris"
"sunturlu","bozze"
"sunu","bozzetto"
"sunucu","BP"
"sunuculuk","bp."
"sunulabilir","BPA"
"sunulamak","BPC"
"sunulan","BPDPA"
"sunulma","BPE"
"sunulmak","BPetE"
"sunulması","BPH"
"sunuluş","BPharm"
"sunum","BPhil"
"sunumluk","BPI"
"sunuş","BPOC"
"suodası","BPOE"
"suoku","BPPS"
"suölçer","BPS"
"sup","BPSS"
"supab","bpt"
"supangle","BR"
"supanglez","Br."
"supap","Bra"
"supara","Braasch"
"superiore","braata"
"suphanallah","brab"
"supiresi","brabagious"
"supleman","Brabancon"
"suples","Brabant"
"suppression","Brabanter"
"supya","Brabantine"
"sur","Brabazon"
"sura","brabble"
"surat","brabbled"
"suratı","brabblement"
"suratına","brabbler"
"suratını","brabblers"
"suratlar","brabbles"
"suratlı","brabbling"
"suratsız","brabblingly"
"suratsızlık","Brabejum"
"surdinlemek","Braca"
"sure","bracae"
"sureta","braccae"
"suretine","braccate"
"suretler","Bracci"
"surezenesi","braccia"
"surinam","bracciale"
"suriye","braccianite"
"suriyeli","braccio"
"surlar","Brace"
"susak","braced"
"susaklık","Bracey"
"susalık","bracelet"
"susallar","braceleted"
"susam","bracelets"
"susama","bracelet's"
"susamak","bracer"
"susamış","bracery"
"susamuru","bracero"
"susamyağı","braceros"
"susan","bracers"
"susatma","braces"
"susatmak","Braceville"
"susayan","brach"
"susayış","brache"
"susever","Brachelytra"
"susığırı","brachelytrous"
"susineği","bracherer"
"susku","brachering"
"suskun","braches"
"suskunlaşma","brachet"
"suskunlaşmak","brachets"
"suskunlaştırma","brachy-"
"suskunlaştırmak","brachia"
"suskunluk","brachial"
"susma","brachialgia"
"susmak","brachialis"
"susmalık","brachials"
"susmalı","Brachiata"
"susması","brachiate"
"susmuş","brachiated"
"sus","brachiating"
"suspus","brachiation"
"susta","brachiator"
"sustalı","brachyaxis"
"sustaya","brachycardia"
"susturma","brachycatalectic"
"susturmak","brachycephal"
"susturucu","brachycephales"
"susturulma","brachycephali"
"susturulmak","brachycephaly"
"susuntu","brachycephalic"
"susuş","brachycephalies"
"susuz","brachycephalism"
"susuzluk","brachycephalization"
"suşeridi","brachycephalize"
"suşi","brachycephalous"
"sut","Brachycera"
"sutaşı","brachyceral"
"sutyen","brachyceric"
"sutyenci","brachycerous"
"sutyencilik","brachychronic"
"suubet","brachycnemic"
"suudi","Brachycome"
"suvanyör","brachycrany"
"suvare","brachycranial"
"suvarım","brachycranic"
"suvarma","brachydactyl"
"suvarmak","brachydactyly"
"suvat","brachydactylia"
"suya","brachydactylic"
"suyelvesi","brachydactylism"
"suylakesim","brachydactylous"
"suyolu","brachydiagonal"
"suyosunları","brachydodrome"
"suyu","brachydodromous"
"suyuk","brachydomal"
"suyukçuluk","brachydomatic"
"suyun","brachydome"
"suyuna","brachydont"
"suyunca","brachydontism"
"suyunu","brachyfacial"
"suyunun","brachiferous"
"suz","brachigerous"
"suzambağı","brachyglossal"
"suzan","brachygnathia"
"suzidil","brachygnathism"
"suzidilara","brachygnathous"
"suzinak","brachygrapher"
"suziş","brachygraphy"
"sübap","brachygraphic"
"sübek","brachygraphical"
"sübekli","brachyhieric"
"sübjektif","brachylogy"
"sübjektiflik","brachylogies"
"sübjektivist","brachymetropia"
"sübjektivite","brachymetropic"
"sübjektivizm","Brachinus"
"süblime","brachio-"
"süblimleşme","brachiocephalic"
"süblimleşmek","brachio-cephalic"
"süblimleştirme","brachiocyllosis"
"süblimleştirmek","brachiocrural"
"sübut","brachiocubital"
"sübvansiyon","brachiofacial"
"sübvansiyonel","brachiofaciolingual"
"sübyan","brachioganoid"
"sübye","Brachioganoidei"
"sücut","brachiolaria"
"südreme","brachiolarian"
"südremek","brachiopod"
"süet","Brachiopoda"
"süflileşme","brachiopode"
"süflileşmek","brachiopodist"
"süflilik","brachiopodous"
"sühan","brachioradial"
"süheyl","brachioradialis"
"sühulet","brachiorrhachidian"
"sühunet","brachiorrheuma"
"süit","brachiosaur"
"süje","Brachiosaurus"
"süklüm","brachiostrophosis"
"sükna","brachiotomy"
"sükse","Brachyoura"
"sükseli","brachyphalangia"
"sükuneti","Brachyphyllum"
"sükunetli","brachypinacoid"
"sükut","brachypinacoidal"
"sükuti","brachypyramid"
"sükutilik","brachypleural"
"sükutla","brachypnea"
"sükünet","brachypodine"
"sülasi","brachypodous"
"sülf","brachyprism"
"sülfamit","brachyprosopic"
"sülfat","brachypterous"
"sülfatlama","brachyrrhinia"
"sülfatlanma","brachysclereid"
"sülfatlaşma","brachyskelic"
"sülfit","brachysm"
"sülfitleme","brachystaphylic"
"sülfür","Brachystegia"
"sülfürik","brachisto-"
"sülfürimetre","brachistocephali"
"sülfürleme","brachistocephaly"
"sülfürlemek","brachistocephalic"
"süline","brachistocephalous"
"süllüm","brachistochrone"
"süluk","brachystochrone"
"sülüğen","brachistochronic"
"sülük","brachistochronous"
"sülükçü","Brachystomata"
"sülümen","brachystomatous"
"sülün","brachystomous"
"sülünlük","brachytic"
"sülüs","brachytypous"
"sümbül","brachytmema"
"sümbüle","brachium"
"sümbüli","Brachyura"
"sümbülteber","brachyural"
"sümek","brachyuran"
"sümeyra","brachyuranic"
"sümkürme","brachyure"
"sümkürmek","brachyurous"
"sümkürtmek","Brachyurus"
"sümmettedarik","brachman"
"sümsük","brachs"
"sümsükleşme","brachtmema"
"sümsükleşmek","bracing"
"sümsüklük","bracingly"
"sümter","bracingness"
"sümük","bracings"
"sümüklü","braciola"
"sümüksel","braciolas"
"sümüksü","braciole"
"sünayiülmesken","bracioles"
"sündürme","brack"
"sündürmek","brackebuschite"
"sündüs","bracked"
"süne","Brackely"
"sünek","bracken"
"sünepe","brackened"
"sünepelik","Brackenridge"
"sünger","brackens"
"süngerci","bracker"
"süngercilik","bracket"
"süngerimsi","bracketed"
"süngerler","bracketing"
"süngerleşme","brackets"
"süngerleşmek","Brackett"
"süngerli","bracketted"
"süngersi","Brackettville"
"süngü","bracketwise"
"süngüleme","bracky"
"süngülemek","bracking"
"süngülenme","brackish"
"süngülenmek","brackishness"
"süngüleşme","brackmard"
"süngüleşmek","Brackney"
"süngülü","Bracknell"
"süngüsü","Bracon"
"sünme","braconid"
"sünmek","Braconidae"
"sünnet","braconids"
"sünnetçi","braconniere"
"sünnetçilik","bracozzo"
"sünneti","bract"
"sünnetleme","bractea"
"sünnetlemek","bracteal"
"sünnetli","bracteate"
"sünnetlik","bracted"
"sünnetsiz","bracteiform"
"sünni","bracteolate"
"sünnilik","bracteole"
"sünük","bracteose"
"süper","bractless"
"süpermarket","bractlet"
"süpermarketçi","bractlets"
"süpermarketçilik","bracts"
"süphelendirmek","Brad"
"süphelenmek","Bradan"
"süpriz","bradawl"
"süprülmek","bradawls"
"süprüntü","Bradbury"
"süprüntücü","Bradburya"
"süprüntülük","bradded"
"süpürge","bradding"
"süpürgeci","Braddyville"
"süpürgecilik","Braddock"
"süpürgelik","Brade"
"süpürme","Braden"
"süpürmek","bradenhead"
"süpürtme","Bradenton"
"süpürtmek","Bradenville"
"süpürülme","Bradeord"
"süpürülmek","Brader"
"süpürüş","Bradford"
"sürahi","Bradfordsville"
"sürat","Brady"
"süratle","brady-"
"süratli","bradyacousia"
"sürç","bradyauxesis"
"sürçme","bradyauxetic"
"sürçmek","bradyauxetically"
