"Indonesian","English"
"sigilografi","asynaptic"
"sigma","asynartete"
"signifikan","asynartetic"
"signifikansi","async"
"signifikasi","asynchrony"
"sigot","asynchronism"
"sigung","asynchronisms"
"sih","asynchronous"
"sihir","asynchronously"
"sijik","asyndesis"
"sijil","asyndeta"
"sika","asyndetic"
"sikah","asyndetically"
"sikai","asyndeton"
"sikak","asyndetons"
"sikap","Asine"
"sikari","asinego"
"sikas","asinegoes"
"sikat","asynergy"
"sikedempung","asynergia"
"sikeras","asyngamy"
"sikik","asyngamic"
"sikikih","asinine"
"sikin","asininely"
"sikit","asininity"
"siklik","asininities"
"siklis","Asynjur"
"sikloid","asyntactic"
"siklon","asyntrophy"
"sikloparafin","ASIO"
"siklotron","asiphonate"
"siklus","asiphonogama"
"siksa","Asir"
"siku","asis"
"sikudidi","asystematic"
"sikudomba","asystole"
"sikut","asystolic"
"sil","asystolism"
"sila","asitia"
"silabel","Asius"
"silabis","Asyut"
"silabus","asyzygetic"
"silah","ASK"
"silalatu","askable"
"silam","askance"
"silampukau","askant"
"silang","askapart"
"silap","askar"
"silara","askarel"
"silase","Askari"
"silat","askaris"
"silaturahmi","asked"
"silau","Askelon"
"silengah","asker"
"silet","askers"
"silih","askeses"
"silik","askesis"
"silika","askew"
"silikat","askewgee"
"silikon","askewness"
"silikona","askile"
"silikosis","asking"
"silinder","askingly"
"silindris","askings"
"silindroid","askip"
"silir","Askja"
"silium","asklent"
"silo","Asklepios"
"silogisme","askoi"
"silok","askoye"
"silologi","askos"
"silometer","Askov"
"siloptik","Askr"
"silsilah","asks"
"silt","Askwith"
"silu","aslake"
"siluet","Aslam"
"siluk","aslant"
"siluman","aslantwise"
"silungkang","aslaver"
"silvika","asleep"
"silvikultur","ASLEF"
"silvisida","aslop"
"simak","aslope"
"simalakama","a-slug"
"simalu","aslumber"
"simaung","ASM"
"simbah","asmack"
"simbai","asmalte"
"simbang","Asmara"
"simbar","ASME"
"simbat","asmear"
"simbion","a-smear"
"simbiosis","asmile"
"simbiotis","Asmodeus"
"simbiou","asmoke"
"simbok","asmolder"
"simbol","Asmonaean"
"simbolis","Asmonean"
"simbolisme","a-smoulder"
"simbukan","ASN"
"simbur","ASN1"
"simetri","Asni"
"simetris","Asnieres"
"simfisis","asniffle"
"simfoni","asnort"
"simifisis","a-snort"
"simile","Aso"
"simpai","asoak"
"simpak","a-soak"
"simpan","ASOC"
"simpang","asocial"
"simpang-siur","asok"
"simpanse","Asoka"
"simpat","asomatophyte"
"simpati","asomatous"
"simpatik","asonant"
"simpatisan","asonia"
"simpel","asop"
"simpetal","Asopus"
"simping","asor"
"simpir","Asosan"
"simpleks","Asotin"
"simplifikasi","asouth"
"simplistis","a-south"
"simposium","ASP"
"simpuh","Aspa"
"simpuk","ASPAC"
"simpul","aspace"
"simpur","aspalathus"
"simtom","Aspalax"
"simtomatis","asparagic"
"simtomatologi","asparagyl"
"simulasi","asparagin"
"simulator","asparagine"
"simulfiks","asparaginic"
"simultan","asparaginous"
"simuntu","asparagus"
"sin","asparaguses"
"sinaga","asparamic"
"sinagoga","asparkle"
"sinagoge","a-sparkle"
"sinambung","Aspartame"
"sinanaga","aspartate"
"sinansari","aspartic"
"sinar","aspartyl"
"sinatan","aspartokinase"
"sinau","Aspasia"
"sinawar","Aspatia"
"sindap","ASPCA"
"sinden","aspect"
"sinder","aspectable"
"sindeton","aspectant"
"sindikalisme","aspection"
"sindikasi","aspects"
"sindikat","aspect's"
"sindir","aspectual"
"sindrom","ASPEN"
"sindur","aspens"
"sineas","asper"
"sinekdoke","asperate"
"sinektika","asperated"
"sinema","asperates"
"sinemapleks","asperating"
"sinemaskop","asperation"
"sinematik","aspergation"
"sinematograf","asperge"
"sinematografi","asperger"
"sinematografis","Asperges"
"sinemikrografik","asperggilla"
"sineol","asperggilli"
"sinepleks","aspergil"
"sinergi","aspergill"
"sinergis","aspergilla"
"sinergisme","Aspergillaceae"
"sineskop","Aspergillales"
"sinestesia","aspergilli"
"sinetron","aspergilliform"
"sing","aspergillin"
"singa","aspergilloses"
"singahak","aspergillosis"
"singelar","aspergillum"
"singga","aspergillums"
"singgah","aspergillus"
"singgan","Asperifoliae"
"singgang","asperifoliate"
"singgasana","asperifolious"
"singgel","asperite"
"singgir","asperity"
"singgit","asperities"
"singgul","asperly"
"singgung","aspermatic"
"singit","aspermatism"
"singkak","aspermatous"
"singkang","aspermia"
"singkap","aspermic"
"singkat","Aspermont"
"singkeh","aspermous"
"singkek","aspern"
"singkil","asperness"
"singkir","asperous"
"singkong","asperously"
"singkup","Aspers"
"singkur","asperse"
"singlet","aspersed"
"singsat","asperser"
"singse","aspersers"
"singset","asperses"
"singsing","aspersing"
"singularis","aspersion"
"singulum","aspersions"
"singulun","aspersion's"
"singunen","aspersive"
"sini","aspersively"
"sinis","aspersoir"
"sinisme","aspersor"
"sinjang","aspersory"
"sinklin","aspersoria"
"sinkonina","aspersorium"
"sinkope","aspersoriums"
"sinkretis","aspersors"
"sinkretisasi","Asperugo"
"sinkretisme","Asperula"
"sinkron","asperuloside"
"sinkronis","asperulous"
"sinkronisasi","Asphalius"
"sinkronisme","asphalt"
"sinode","asphalt-base"
"sinolog","asphalted"
"sinologi","asphaltene"
"sinom","asphalter"
"sinoman","asphaltic"
"sinonim","asphalting"
"sinonimi","asphaltite"
"sinopsis","asphaltlike"
"sinoptis","asphalts"
"sinovia","asphaltum"
"sinovial","asphaltums"
"sinovitas","asphaltus"
"sinovitis","aspheric"
"sinrili","aspherical"
"sinse","aspheterism"
"sintagma","aspheterize"
"sintagmatis","asphyctic"
"sintaksis","asphyctous"
"sintaktis","asphyxy"
"sintal","asphyxia"
"sintar","asphyxial"
"sintas","asphyxiant"
"sinter","asphyxias"
"sinterklas","asphyxiate"
"sintese","asphyxiated"
"sintesis","asphyxiates"
"sintetik","asphyxiating"
"sintetis","asphyxiation"
"sinting","asphyxiations"
"sintir","asphyxiative"
"sintonik","asphyxiator"
"sintren","asphyxied"
"sintua","asphyxies"
"sintuk","asphodel"
"sintulang","Asphodelaceae"
"sintung","Asphodeline"
"sinu","asphodels"
"sinuhun","Asphodelus"
"sinus","aspy"
"sinusal","Aspia"
"sinusitis","aspic"
"sinusoid","aspics"
"sinyal","aspiculate"
"sinyalemen","aspiculous"
"sinyalir","aspidate"
"sinyo","aspide"
"sinyokolas","aspidiaria"
"sio","aspidinol"
"sioca","Aspidiotus"
"siong","Aspidiske"
"siongka","Aspidistra"
"sip","aspidistras"
"sipahi","aspidium"
"sipai","Aspidobranchia"
"sipangkalan","Aspidobranchiata"
"sipat","aspidobranchiate"
"sipatung","Aspidocephali"
"sipedas","Aspidochirota"
"sipesan","Aspidoganoidei"
"sipi","aspidomancy"
"sipil","Aspidosperma"
"sipir","aspidospermine"
"sipit","Aspinwall"
"sipolan","aspiquee"
"sipongang","aspirant"
"sipu","aspirants"
"sipulut","aspirant's"
"siput","aspirata"
"sir","aspiratae"
"sira","aspirate"
"sirah","aspirated"
"siram","aspirates"
"sirangkak","aspirating"
"sirap","aspiration"
"sirat","aspirations"
"siratalmustakim","aspiration's"
"siraut","aspirator"
"sirene","aspiratory"
"sirep","aspirators"
"siri","aspire"
"siriasis","aspired"
"sirib","aspiree"
"sirih","aspirer"
"sirik","aspirers"
"siring","aspires"
"siringitis","aspirin"
"sirip","aspiring"
"sirkam","aspiringly"
"sirke","aspiringness"
"sirkol","aspirins"
"sirkuit","aspis"
"sirkulasi","aspises"
"sirkuler","aspish"
"sirkumfiks","asplanchnic"
"sirkumfleks","Asplenieae"
"sirkus","asplenioid"
"sirlak","Asplenium"
"sirna","asporogenic"
"sirokumulus","asporogenous"
"sirop","asporous"
"sirostratus","asport"
"sirsak","asportation"
"siru","asporulate"
"sirup","aspout"
"sirus","a-spout"
"sis","asprawl"
"sisa","a-sprawl"
"sisal","aspread"
"sisalak","a-spread"
"sisi","Aspredinidae"
"sisih","Aspredo"
"sisik","asprete"
"sisip","aspring"
"sisir","asprout"
"sista","a-sprout"
"sistaltik","asps"
"sistem","asquare"
"sistematik","asquat"
"sistematika","a-squat"
"sistematis","asqueal"
"sistematisasi","asquint"
"sistematisir","asquirm"
"sistemis","a-squirm"
"sistemisasi","Asquith"
"sisterna","ASR"
"sistitis","asrama"
"sistole","asramas"
"sistolik","ASRM"
"sisurut","Asroc"
"siswa","ASRS"
"siswi","ASS"
"sit","assacu"
"sita","Assad"
"sitak","assafetida"
"sitat","assafoetida"
"siter","assagai"
"siti","assagaied"
"sitinggil","assagaiing"
"sitir","assagais"
"sitokrom","assahy"
"sitolilis","assai"
"sitolisis","assay"
"sitologi","assayable"
"sitoplasma","assayed"
"sitrat","assayer"
"sitrin","assayers"
"sitrun","assaying"
"situ","assail"
"situasi","assailability"
"situasional","assailable"
"situn","assailableness"
"situs","assailant"
"siuh","assailants"
"siuk","assailant's"
"siul","assailed"
"siuman","assailer"
"siung","assailers"
"siur","assailing"
"siut","assailment"
"sivilisasi","assails"
"siwalan","assais"
"siwaratri","assays"
"siwer","assalto"
"sizigi","Assam"
"skafa","Assama"
"skala","assamar"
"skalanisasi","Assamese"
"skalar","Assamites"
"skalop","assapan"
"skandal","assapanic"
"skandium","assapanick"
"skarifikasi","Assaracus"
"skatola","assary"
"skatologi","Assaria"
"skedul","assarion"
"skelet","assart"
"skema","Assassin"
"skematis","assassinate"
"skenario","assassinated"
"skene","assassinates"
"skeptis","assassinating"
"skeptisisme","assassination"
"sketsa","assassinations"
"ski","assassinative"
"skiameter","assassinator"
"skiatika","assassinatress"
"skilot","assassinist"
"skip","assassins"
"skiping","assassin's"
"skisma","assate"
"skizofrenia","assation"
"skizoid","assaugement"
"sklerenkima","assault"
"sklerosis","assaultable"
"skleroterapi","assaulted"
"skolastik","assaulter"
"skolastikus","assaulters"
"skolastisi","assaulting"
"skolastisisme","assaultive"
"skombroid","assaults"
"skop","assausive"
"skopometer","assaut"
"skor","Assawoman"
"skorbut","assbaa"
"skorpio","ass-backwards"
"skors","ass-chewing"
"skorsing","asse"
"skrin","asseal"
"skrining","ass-ear"
"skrip","assecuration"
"skripsi","assecurator"
"skrobikulus","assecure"
"skrotum","assecution"
"skuadron","assedat"
"skuas","assedation"
"skuat","assegai"
"skuos","assegaied"
"skuter","assegaiing"
"slagorde","assegaing"
"slah","assegais"
"slang","asseize"
"slebor","asself"
"slendro","assembl"
"sling","assemblable"
"slintat-slintut","assemblage"
"slip","assemblages"
"slof","assemblage's"
"slogan","assemblagist"
"smes","assemblance"
"smokel","assemble"
"snob","assembled"
"snobisme","assemblee"
"soak","assemblement"
"soal","assembler"
"soang","assemblers"
"soarma","assembles"
"soba","Assembly"
"soban","assemblies"
"sobat","assemblyman"
"sobek","assemblymen"
"sobok","assembling"
"soda","assembly's"
"sodet","assemblywoman"
"sodium","assemblywomen"
"sodok","Assen"
"sodomasosisme","assent"
"sodomi","assentaneous"
"sodomia","assentation"
"sodor","assentatious"
"soe","assentator"
"sofa","assentatory"
"sofis","assentatorily"
"sofisme","assented"
"sofistri","assenter"
"sofitel","assenters"
"soga","assentient"
"sogan","assenting"
"sogang","assentingly"
"sogo","assentive"
"sogok","assentiveness"
"sohar","assentor"
"sohib","assentors"
"sohor","assents"
"sohun","asseour"
"soja","Asser"
"sok","assert"
"soka","asserta"
"sokah","assertable"
"soker","assertative"
"soket","asserted"
"sokom","assertedly"
"sokong","asserter"
"sol","asserters"
"solah","assertible"
"solak","asserting"
"solang","assertingly"
"solanina","assertion"
"solar","assertional"
"solarimeter","assertions"
"solder","assertion's"
"solek","assertive"
"solempis","assertively"
"solenoide","assertiveness"
"solfatar","assertivenesses"
"solfatara","assertor"
"solid","assertory"
"solidaritas","assertorial"
"solider","assertorially"
"soliditas","assertoric"
"solilokui","assertorical"
"solinometer","assertorically"
"solipsisme","assertorily"
"solis","assertors"
"soliter","assertress"
"solo","assertrix"
"solois","asserts"
"solok","assertum"
"solokan","asserve"
"solot","asservilize"
"solum","asses"
"solusi","assess"
"solvabilitas","assessable"
"solven","assessably"
"som","assessed"
"soma","assessee"
"somah","assesses"
"somasi","assessing"
"somatis","assession"
"somatomegali","assessionary"
"sombok","assessment"
"sombol","assessments"
"sombong","assessment's"
"sombrero","assessor"
"someng","assessory"
"somnambulis","assessorial"
"somnambulisme","assessors"
"sompek","assessorship"
"sompeng","asset"
"somplak","asseth"
"somplok","assets"
"sompoh","asset's"
"sompok","asset-stripping"
"sompong","assever"
"sompret","asseverate"
"sonar","asseverated"
"sonata","asseverates"
"sonatina","asseverating"
"sondai","asseveratingly"
"sondanco","asseveration"
"sondang","asseverations"
"sondase","asseverative"
"sondek","asseveratively"
"sonder","asseveratory"
"sondok","assewer"
"sondong","asshead"
"soneta","ass-head"
"songar","ass-headed"
"songel","assheadedness"
"songgeng","asshole"
"songket","assholes"
"songkok","Asshur"
"songkro","assi"
"songong","assibilate"
"songsong","assibilated"
"sonik","assibilating"
"sono","assibilation"
"sonogram","Assidaean"
"sonokeling","Assidean"
"sonor","assident"
"sonoran","assidual"
"sontak","assidually"
"sontek","assiduate"
"sontok","assiduity"
"sontoloyo","assiduities"
"sop","assiduous"
"sopak","assiduously"
"sopan","assiduousness"
"sopek","assiduousnesses"
"sopi","assiege"
"sopir","assientist"
"soporifik","assiento"
"sopran","assiette"
"sorak","assify"
"sorang","assign"
"sorban","assignability"
"sorbet","assignable"
"sore","assignably"
"sorek","assignat"
"soren","assignation"
"sorgum","assignations"
"sori","assignats"
"sorog","assigned"
"sorok","assignee"
"sorong","assignees"
"sorot","assignee's"
"sortir","assigneeship"
"sosi","assigner"
"sosial","assigners"
"sosialis","assigning"
"sosialisasi","assignment"
"sosialisme","assignments"
"sosialistis","assignment's"
"sosiawan","assignor"
"sosio","assignors"
"sosio-kultural","assigns"
"sosiobiolog","assilag"
"sosiodemokrasi","assimilability"
"sosiodrama","assimilable"
"sosiokultural","assimilate"
"sosiolek","assimilated"
"sosiolinguistik","assimilates"
"sosiolog","assimilating"
"sosiologi","assimilation"
"sosiologis","assimilationist"
"sosiometri","assimilations"
"sosionasional","assimilative"
"sosiopat","assimilativeness"
"sosis","assimilator"
"sositet","assimilatory"
"sosoh","assimulate"
"sosok","assinego"
"sosor","Assiniboin"
"soto","Assiniboine"
"sotoh","Assiniboins"
"sotong","assyntite"
"sotor","assinuate"
"soun","Assyr"
"sowan","Assyr."
"sowang","Assyria"
"soyak","Assyrian"
"spageti","Assyrianize"
"spalasi","assyrians"
"span","Assyriology"
"spanduk","Assyriological"
"spaning","Assyriologist"
"sparing","Assyriologue"
"spasi","Assyro-Babylonian"
"spasial","Assyroid"
"spasmodis","assis"
"spasmus","assisa"
"spastik","Assisan"
"spatbor","assise"
"spatula","assish"
"spedometer","assishly"
"spektakel","assishness"
"spektakuler","Assisi"
"spektator","assist"
"spektograf","assistance"
"spektogram","assistances"
"spektrograf","assistant"
"spektrogram","assistanted"
"spektrokimia","assistants"
"spektrometer","assistant's"
"spektroskop","assistantship"
"spektrum","assistantships"
"spekuk","assisted"
"spekulan","assistency"
"spekulasi","assister"
"spekulatif","assisters"
"spekulator","assistful"
"speleologi","assisting"
"spelter","assistive"
"sperma","assistless"
"spermaseti","assistor"
"spermatid","assistors"
"spermatofora","assists"
"spermatogenesis","assith"
"spermatosit","assyth"
"spermatozoa","assythment"
"spermatozoid","Assiut"
"spesial","Assyut"
"spesialis","assize"
"spesialisasi","assized"
"spesialistis","assizement"
"spesies","assizer"
"spesifik","assizes"
"spesifikasi","assizing"
"spesimen","ass-kisser"
"spidol","ass-kissing"
"spidometer","ass-licker"
"spikul","ass-licking"
"spil","asslike"
"spina","assman"
"spion","Assmannshausen"
"spionase","Assmannshauser"
"spiral","assmanship"
"spiralisasi","Assn"
"spirilum","assn."
"spirit","assobre"
"spiritis","assoc"
"spiritisme","assoc."
"spiritual","associability"
"spiritualisasi","associable"
"spiritualisme","associableness"
"spiritus","associate"
"spirometer","associated"
"spons","associatedness"
"sponsor","associates"
"spontan","associateship"
"spontanitas","associating"
"spora","association"
"sporadis","associational"
"sporangium","associationalism"
"sporofil","associationalist"
"sport","associationism"
"sportif","associationist"
"sportivitas","associationistic"
"spring","associations"
"sprint","associative"
"sprinter","associatively"
"sputnik","associativeness"
"sputum","associativity"
"sreg","associator"
"sregep","associatory"
"srempet","associators"
"sri","associator's"
"srigading","associe"
"srigunggu","assoil"
"srigunting","assoiled"
"srikandi","assoiling"
"srikaya","assoilment"
"srimanganti","assoils"
"sripah","assoilzie"
"sripanggung","assoin"
"sriti","assoluto"
"stabil","assonance"
"stabilisasi","assonanced"
"stabilisator","assonances"
"stabilitas","assonant"
"stabilizer","assonantal"
"stadion","assonantic"
"stadium","assonantly"
"staf","assonants"
"stafilitis","assonate"
"stagnan","Assonet"
"stagnasi","Assonia"
"staking","assoria"
"stalagmit","assort"
"stalagmometri","assortative"
"stalaktit","assortatively"
"stalinisme","assorted"
"stalon","assortedness"
"stamba","assorter"
"stambon","assorters"
"stambuk","assorting"
"stambul","assortive"
"stamen","assortment"
"stamina","assortments"
"stan","assortment's"
"standar","assorts"
"standardisasi","assot"
"stanplat","Assouan"
"stanum","ASSR"
"stanza","ass-reaming"
"stapler","ass's"
"staples","asssembler"
"start","ass-ship"
"starter","asst"
"stasi","asst."
"stasioner","assuade"
"stasis","assuagable"
"stasiun","assuage"
"statis","assuaged"
"statistik","assuagement"
"statistika","assuagements"
"statistis","assuager"
"stator","assuages"
"status","assuaging"
"statuta","Assuan"
"statuter","assuasive"
"stearat","assubjugate"
"stearin","assuefaction"
