"Japanese","English"
"踏","belt-sewing"
"勝ち残っ","Beltsville"
"水流","belt-tightening"
"羽仁","Beltu"
"暴虐","beltway"
"酒造り","beltways"
"対ソ","beltwise"
"係わっ","Beluchi"
"社寺","Belucki"
"勇猛","belue"
"浴びせる","beluga"
"画定","belugas"
"砂地","belugite"
"エックス","Belus"
"ＩＳＰ","belute"
"肝硬変","Belva"
"頭ごなし","belve"
"岩倉","Belvedere"
"発泡スチロール","belvedered"
"奇人","belvederes"
"娶","Belverdian"
"申入れ","Belvia"
"赤木","Belvidere"
"惣","Belview"
"浮","Belvue"
"物足りなく","belzebub"
"館主","belzebuth"
"白羽","Belzoni"
"蝉しぐれ","BEM"
"ＩＣＴ","BEMA"
"リリカル","bemad"
"投げ出す","bemadam"
"地縁","bemadamed"
"グッドマン","bemadaming"
"就け","bemadams"
"書きとめ","bemadden"
"数奇","bemaddened"
"新著","bemaddening"
"渡そ","bemaddens"
"早まる","bemail"
"信介","bemaim"
"国連大学","bemajesty"
"グラフィックデザイナー","beman"
"限月","bemangle"
"三拍子","bemantle"
"マーブル","bemar"
"芽生える","bemartyr"
"砕く","bemas"
"荒れ果て","bemask"
"インターチェンジ","bemaster"
"抱え込む","bemat"
"水玉","bemata"
"マジョリティ","bemaul"
"増発","bemazed"
"租","Bemba"
"フリオ","Bembas"
"天宮","Bembecidae"
"重曹","Bemberg"
"詳報","Bembex"
"手土産","beme"
"アロマセラピー","bemeal"
"既設","bemean"
"開成","bemeaned"
"汲む","bemeaning"
"アッという間に","bemeans"
"諦","bemedaled"
"つづる","bemedalled"
"ＬＮＧ","bemeet"
"弘文","Bemelmans"
"酢の物","Bement"
"高句麗","bementite"
"ニューイヤー","bemercy"
"豊国","bemete"
"不適","Bemidji"
"アップルパイ","bemingle"
"離宮","bemingled"
"願えれ","bemingles"
"日本放送協会","bemingling"
"虐め","beminstrel"
"茶器","bemire"
"取り上げよ","bemired"
"守旧","bemirement"
"貯","bemires"
"ニツケル","bemiring"
"アウシュビッツ","bemirror"
"ミネ","bemirrorment"
"車列","Bemis"
"ビンビン","bemist"
"ミオ","bemisted"
"チアパス","bemisting"
"ヤナギ","bemistress"
"ハットトリック","bemists"
"半壊","bemitered"
"草取り","bemitred"
"バクチ","bemix"
"晴れ晴れ","bemixed"
"短剣","bemixes"
"伝搬","bemixing"
"睦月","bemixt"
"つまむ","bemoan"
"托","bemoanable"
"死期","bemoaned"
"ひゃー","bemoaner"
"坂下","bemoaning"
"とろける","bemoaningly"
"貧しかっ","bemoans"
"常呂","bemoat"
"ネウロ","bemock"
"マムシ","bemocked"
"きょろきょろ","bemocking"
"だまり","bemocks"
"マシロ","bemoil"
"セルフサービス","bemoisten"
"ＴＤ","bemol"
"負けれ","bemole"
"ヒョンス","bemolt"
"校閲","bemonster"
"分冊","bemoon"
"棒状","bemotto"
"ザクロ","bemoult"
"インベストメント","bemourn"
"公房","bemouth"
"ハイペース","bemuck"
"トリュフ","bemud"
"日ハム","bemuddy"
"カルフォルニア","bemuddle"
"貧相","bemuddled"
"シュツットガルト","bemuddlement"
"東横線","bemuddles"
"上座","bemuddling"
"Υ","bemuffle"
"問い掛け","bemurmur"
"出合い","bemurmure"
"最年長","bemurmured"
"面白けれ","bemurmuring"
"グチャグチャ","bemurmurs"
"袁","bemuse"
"張れ","bemused"
"コンソメ","bemusedly"
"死し","bemusement"
"オトメ","bemuses"
"ルポルタージュ","bemusing"
"ヤップ","bemusk"
"煮込む","bemuslined"
"奥菜","bemuzzle"
"ユアン","bemuzzled"
"磔","bemuzzles"
"ビア","bemuzzling"
"プサン","Ben"
"譲吉","Bena"
"するどい","benab"
"巷間","Benacus"
"レシーブ","Benadryl"
"にきび","bename"
"あずき","benamed"
"再版","benamee"
"対日","benames"
"ちょろちょろ","benami"
"本道","benamidar"
"和装","benaming"
"歩ま","Benares"
"まざ","Benarnold"
"ティル","benasty"
"川井","Benavides"
"つまる","benben"
"エンタ","Benbow"
"ボスコ","Benbrook"
"遠方","bench"
"訃","benchboard"
"ヴォネガット","benched"
"栄典","bencher"
"盲学校","benchers"
"憤激","benchership"
"データセット","benches"
"嶋崎","benchfellow"
"羶","benchful"
"町人","bench-hardened"
"たのし","benchy"
"伽","benching"
"騒然","bench-kneed"
"咽喉","benchland"
"東京国立博物館","bench-legged"
"幻聴","Benchley"
"全うする","benchless"
"長安","benchlet"
"渋っ","bench-made"
"袈裟","benchman"
"鯊","benchmar"
"東端","benchmark"
"ぎょっと","bench-mark"
"帆足","benchmarked"
"延伸","benchmarking"
"シャガール","benchmarks"
"可愛らし","benchmark's"
"デービッド","benchmen"
"博嗣","benchwarmer"
"酒宴","bench-warmer"
"ひょいと","benchwork"
"ナショナリスト","Bencion"
"アツアツ","bencite"
"インフラストラクチャー","Benco"
"魚介","Bend"
"ずんずん","Benda"
"ゆうに","bendability"
"立て替え","bendable"
"チューン","benday"
"めかし","bendayed"
"早計","bendaying"
"直交","bendays"
"タケシ","bended"
"捻じ","bendee"
"愚弄","bendees"
"はかどる","Bendel"
"手出し","bendell"
"寝転ん","Bendena"
"コミューン","Bender"
"大輪","benders"
"原酒","Bendersville"
"サツキ","bendy"
"パティ","Bendick"
"ポア","Bendict"
"飛び起き","Bendicta"
"少しく","Bendicty"
"ズラ","bendies"
"欲情","Bendigo"
"ＩＡＥＡ","bending"
"おだて","bendingly"
"禍根","bendys"
"あったかく","Bendite"
"翕","bendy-wavy"
"刷っ","Bendix"
"なでる","bendlet"
"悲喜","bends"
"抱き合う","bendsome"
"マコ","bendways"
"ζ","bendwise"
"順三","Bene"
"ＩＳＤＮ","beneaped"
"老子","beneath"
"カリーナ","beneception"
"回心","beneceptive"
"シンクロニシティ","beneceptor"
"あえぐ","Benedetta"
"棋譜","Benedetto"
"海保","Benedic"
"ヘッドコーチ","Benedicite"
"焦","Benedick"
"筆記用具","benedicks"
"忠臣蔵","Benedict"
"坑内","Benedicta"
"安らぐ","Benedictine"
"整わ","Benedictinism"
"Ｇｏｏｇｌｅ","benediction"
"イマーム","benedictional"
"銅鑼","benedictionale"
"桧山","benedictionary"
"地金","benedictions"
"うつり","benediction's"
"山中湖","benedictive"
"幸先","benedictively"
"乘","Benedicto"
"般若","benedictory"
"銀座線","benedicts"
"雋","Benedictus"
"チョコボ","benedight"
"心外","Benedikt"
"オクラホマ","Benedikta"
"はみ出","Benediktov"
"きなこ","Benedix"
"美代子","benefact"
"湯山","benefaction"
"天引き","benefactions"
"敦煌","benefactive"
"大敵","benefactor"
"駈け","benefactory"
"六甲山","benefactors"
"アナル","benefactor's"
"初夢","benefactorship"
"三村","benefactress"
"現実離れ","benefactresses"
"残り少ない","benefactrices"
"召し上がっ","benefactrix"
"迎え撃つ","benefactrixes"
"歴訪","benefic"
"ただならぬ","benefice"
"マルコス","beneficed"
"進藤","benefice-holder"
"軒下","beneficeless"
"芳雄","beneficence"
"胴上げ","beneficences"
"梅津","beneficency"
"放射光","beneficent"
"禅宗","beneficential"
"切り身","beneficently"
"貶","benefices"
"気色","beneficiaire"
"捨て去っ","beneficial"
"純朴","beneficially"
"レナード","beneficialness"
"なにげなく","beneficiary"
"ひょうたん","beneficiaries"
"召使い","beneficiaryship"
"横切り","beneficiate"
"ポイズン","beneficiated"
"フィッツジェラルド","beneficiating"
"井の頭線","beneficiation"
"コレラ","beneficience"
"一橋","beneficient"
"盗ら","beneficing"
"出火","beneficium"
"全治","benefit"
"ハイドゥク","benefited"
"湖沼","benefiter"
"雅楽","benefiting"
"はつらつ","benefits"
"内々","benefitted"
"村八分","benefitting"
"伊庭","benegro"
"控","beneighbored"
"大辞林","BENELUX"
"握力","beneme"
"М","Benemid"
"社主","benempt"
"アナーキスト","benempted"
"なむ","Benenson"
"桟敷","beneplacit"
"皆勤","beneplacity"
"突き止める","beneplacito"
"速歩","Benes"
"コオロギ","Benet"
"レジーム","Benet-Mercie"
"ユヴェントス","Benetnasch"
"剖","Benetta"
"感じ取り","benetted"
"ヴォイジャー","benetting"
"つっこま","benettle"
"マキコ","beneurous"
"入れ子","Beneventan"
"劇団四季","Beneventana"
"サンヨー","Benevento"
"マネーロンダリング","benevolence"
"公安調査庁","benevolences"
"定跡","benevolency"
"奥付","benevolent"
"あつし","benevolently"
"一門","benevolentness"
"ギャレン","benevolist"
"バリウム","Benezett"
"背任","Benfleet"
"執","BEng"
"随行","Beng."
"やきもき","Bengal"
"長江","Bengalese"
"過ぎ去り","Bengali"
"執っ","Bengalic"
"過ぎよ","bengaline"
"丸裸","bengals"
"ひとまとめ","Bengasi"
"元気づけ","Benge"
"ファシリテーション","Benghazi"
"返そ","Bengkalis"
"体温計","Bengola"
"移ろ","Bengt"
"隠し持っ","Benguela"
"喉頭","Ben-Gurion"
"滅入る","Benham"
"校外","Benhur"
"詩編","Beni"
"旧道","Benia"
"ジャイロ","Benyamin"
"だんじり","Beniamino"
"レクター","benic"
"クリーンアップ","Benicia"
"無記名","benight"
"六郎","benighted"
"ゲタ","benightedly"
"だいだい","benightedness"
"ビニル","benighten"
"引き離す","benighter"
"見せれ","benighting"
"久雄","benightmare"
"樹皮","benightment"
"強弁","benign"
"就か","benignancy"
"野間","benignancies"
"リュウケンドー","benignant"
"毎時","benignantly"
"抗癌剤","benignity"
"いみ","benignities"
"明朗","benignly"
"見いださ","benignness"
"ビックサイト","Beni-israel"
"あさひ","Benil"
"チンプンカンプン","Benilda"
"魚釣り","Benildas"
"めいめい","Benildis"
"起こせる","benim"
"ティーチャー","Benin"
"鳥山","Benincasa"
"狙","Benioff"
"デイケア","Benis"
"スケ","Benisch"
"溶け込む","beniseed"
"芦田","benison"
"欽","benisons"
"勇ましい","Benita"
"パリパリ","benitier"
"たもと","Benito"
"清く","benitoite"
"深き","benj"
"スケーター","Benjamen"
"切り抜ける","Benjamin"
"かたづけ","benjamin-bush"
"並立","Benjamin-Constant"
"誘","Benjaminite"
"追い打ち","benjamins"
"久野","Benjamite"
"跡継ぎ","Benji"
"皮下","Benjy"
"イヴァン","Benjie"
"カプリ","benjoin"
"洗髪","Benkelman"
"サンリオ","Benkley"
"タタキ","Benkulen"
"釣り上げ","Benld"
"レディス","Benlomond"
"挺","benmost"
"トヨ","Benn"
"西成","benne"
"うるおい","bennel"
"動転","bennes"
"ケネス","Bennet"
"三井不動産","bennets"
"はけ口","Bennett"
"夜回り","Bennettitaceae"
"夜長","bennettitaceous"
"経度","Bennettitales"
"座し","Bennettites"
"あたい","Bennettsville"
"文盲","bennetweed"
"贈","Benni"
"グズグズ","Benny"
"稻","Bennie"
"猪名川","bennies"
"ＩＮ","Bennington"
"画風","Bennink"
"センシティブ","Bennion"
"ついていける","Bennir"
"アキレス腱","bennis"
"かわいらしく","benniseed"
"補間","Bennu"
"減刑","Beno"
"同地","Benoit"
"大広間","Benoite"
"カスピ海","benomyl"
"つ折り","benomyls"
"水兵","Benoni"
"のく","Ben-oni"
"帰さ","benorth"
"所望","benote"
"愛妻","bens"
"コルテス","bensail"
"刈谷","Bensalem"
"小脳","bensall"
"濁す","bensel"
"買上げ","bensell"
"エレクトーン","Bensen"
"気遣う","Bensenville"
"デンプン","bensh"
"盥","benshea"
"モーグル","benshee"
"むっと","benshi"
"觧","bensil"
"進度","Bensky"
"連環","Benson"
"基本形","Bent"
"しめす","bentang"
"メチャ","ben-teak"
"審判官","bentgrass"
"あいこ","benthal"
"鳴子","Bentham"
"網目","Benthamic"
"めだか","Benthamism"
"ブラッシング","Benthamite"
"ミンチ","benthic"
"難破","benthon"
"必着","benthonic"
"からっぽ","benthopelagic"
"浮かせ","benthos"
"ケナフ","benthoscope"
"メンタリティー","benthoses"
"老眼","benty"
"さじ","Bentinck"
"購","Bentincks"
"リグ","bentiness"
"かぎっ","benting"
"常吉","Bentlee"
"今日子","Bentley"
"チロル","Bentleyville"
"弱虫","bentlet"
"ヒス","Bently"
"議運","Benton"
"アンヌ","Bentonia"
"不老不死","bentonite"
"祝詞","bentonitic"
"原水爆","Bentonville"
"アルス","Bentree"
"生け","bents"
"肪","bentstar"
"関東軍","bent-taildog"
"エスカレータ","bentwood"
"味わわ","bentwoods"
"駆け回っ","Benu"
"真宗","Benue"
"縁者","Benue-Congo"
"大院君","benumb"
"見破る","benumbed"
"ルツ","benumbedness"
"すり合わせ","benumbing"
"お膳立て","benumbingly"
"唱和","benumbment"
"川面","benumbs"
"厚遇","Benvenuto"
"嵌っ","benward"
"菅家","benweed"
"切り上げる","Benwood"
"赤間","Benz"
"コメット","benz-"
"御料","benzacridine"
"折ら","benzal"
"なぞなぞ","benzalacetone"
"氷解","benzalacetophenone"
"泡瀬","benzalaniline"
"徹子","benzalazine"
"膠","benzalcyanhydrin"
"さしつかえ","benzalcohol"
"最大公約数","benzaldehyde"
"天界","benzaldiphenyl"
"トランジスター","benzaldoxime"
"鯉のぼり","benzalethylamine"
"ふよ","benzalhydrazine"
"江南","benzalphenylhydrazone"
"容れる","benzalphthalide"
"単車","benzamide"
"下級生","benzamido"
"開門","benzamine"
"イヤイヤ","benzaminic"
"漫談","benzamino"
"υ","benzanalgen"
"市バス","benzanilide"
"不出来","benzanthracene"
"払い込み","benzanthrone"
"賄っ","benzantialdoxime"
"エヌ","benzazide"
"託","benzazimide"
"月明かり","benzazine"
"心して","benzazole"
"濠","benzbitriazole"
"恩典","benzdiazine"
"のほほんと","benzdifuran"
"ぐうたら","benzdioxazine"
"今生","benzdioxdiazine"
"ココナツ","benzdioxtriazine"
"付き物","Benzedrine"
"ペニー","benzein"
"苛烈","Benzel"
"伸び悩み","benzene"
"パラマウント","benzeneazobenzene"
"正幸","benzenediazonium"
"牛乳パック","benzenes"
"北大西洋","benzenyl"
"ＮＥＷＳ","benzenoid"
"探し当て","benzhydrol"
"猛然と","benzhydroxamic"
"るみ","benzidin"
"黙る","benzidine"
"霊気","benzidino"
"ブラウズ","benzidins"
"カラオケボックス","benzil"
"闊達","benzyl"
"潺","benzylamine"
"ジュピター","benzilic"
"ゆうゆう","benzylic"
"塩辛","benzylidene"
"日取り","benzylpenicillin"
"わらじ","benzyls"
"杜氏","benzimidazole"
"雪害","benziminazole"
"ヴォーカリスト","benzin"
"フランチェスコ","benzinduline"
"後天的","benzine"
"坑道","benzines"
"シュ","benzins"
"差し伸べる","benzo"
"川合","benzo-"
"税目","benzoate"
"リテール","benzoated"
"隆太","benzoates"
"コッチ","benzoazurine"
"天然石","benzobis"
"野川","benzocaine"
"鼎談","benzocoumaran"
"墓標","benzodiazine"
"ＰＦＩ","benzodiazole"
"最貧","benzoflavine"
"バレリーナ","benzofluorene"
"誉れ","benzofulvene"
"都銀","benzofuran"
"往時","benzofuryl"
"茅場","benzofuroquinoxaline"
"オークス","benzoglycolic"
"山原","benzoglyoxaline"
"劣り","benzohydrol"
"出稿","benzoic"
"断ち","benzoid"
"ソーシャルワーカー","benzoyl"
"侑","benzoylate"
"ロッベン","benzoylated"
"モリモリ","benzoylating"
"ゆるぎ","benzoylation"
"ドゥルーズ","benzoylformic"
"スイスフラン","benzoylglycine"
"ボディガード","benzoyls"
"鼻炎","benzoin"
"思い付い","benzoinated"
"メリル","benzoins"
"感得","benzoiodohydrin"
"浅尾","benzol"
"ラトビア","benzolate"
"触れよ","benzole"
"先払い","benzoles"
"組み入れる","benzoline"
