"Finnish","English"
"sähkökemia","circummured"
"sähkökemiallinen","circummuring"
"sähkökenttä","circumnatant"
"sähkökipinä","circumnavigable"
"sähkökirja","circumnavigate"
"sähkökirjoituskone","circumnavigated"
"sähkökitara","circumnavigates"
"sähkökiuas","circumnavigating"
"sähkökoje","circumnavigation"
"sähkökone","circumnavigations"
"sähkökynttelikkö","circumnavigator"
"sähkökynttilä","circumnavigatory"
"sähkökytkin","Circum-neptunian"
"sähkökäymälä","circumneutral"
"sähkökäynnisteinen","circumnuclear"
"sähkökäynnistin","circumnutate"
"sähkökäynnistys","circumnutated"
"sähkökäyttö","circumnutating"
"sähkökäyttöinen","circumnutation"
"sähkölaite","circumnutatory"
"sähkölaitos","circumocular"
"sähkölamppu","circumoesophagal"
"sähkölanka","circumoral"
"sähkölasku","circumorbital"
"sähkölevy","circumpacific"
"sähköliesi","circumpallial"
"sähköliike","circumparallelogram"
"sähkölinja","circumpentagon"
"sähkölukitus","circumplanetary"
"sähkölukko","circumplect"
"sähkölähde","circumplicate"
"sähkölämmitin","circumplication"
"sähkölämmitteinen","circumpolar"
"sähkölämmitys","circumpolygon"
"sähkölämpö","circumpose"
"sähkölämpömittari","circumposition"
"sähkömagneetti","circumquaque"
"sähkömagneettinen","circumradii"
"sähkömagnetismi","circumradius"
"sähkömankeli","circumradiuses"
"sähkömekaanikko","circumrenal"
"sähkömekaaninen","circumrotate"
"sähkömies","circumrotated"
"sähkömittari","circumrotating"
"sähkömoottori","circumrotation"
"sähkömotorinen","circumrotatory"
"sähköneriste","circumsail"
"sähköneristin","Circum-saturnal"
"sähköneristys","circumsaturnian"
"sähkönjakelu","Circum-saturnian"
"sähkönjohde","circumsciss"
"sähkönjohdin","circumscissile"
"sähkönjohtavuus","circumscribable"
"sähkönjohtokyky","circumscribe"
"sähkönkulutus","circumscribed"
"sähkönkäyttö","circumscriber"
"sähkönlähde","circumscribes"
"sähkönpurkaus","circumscribing"
"sähkönsininen","circumscript"
"sähkönvaraamiskyky","circumscription"
"sähköohjaus","circumscriptions"
"sähköompelukone","circumscriptive"
"sähköopillinen","circumscriptively"
"sähköoppi","circumscriptly"
"sähköpaimen","circumscrive"
"sähköpari","circumsession"
"sähköparisto","circumsinous"
"sähköparranajokone","circumsolar"
"sähköpatteri","circumspangle"
"sähköpiano","circumspatial"
"sähköpiirustus","circumspect"
"sähköposti","circumspection"
"sähköpostilaatikko","circumspections"
"sähköpumppu","circumspective"
"sähköpunktuuri","circumspectively"
"sähköpurkaus","circumspectly"
"sähköputkitus","circumspectness"
"sähköpylväs","circumspheral"
"sähköpääkeskus","circumsphere"
"sähkörata","circumstance"
"sähkösaha","circumstanced"
"sähkösanoma","circumstances"
"sähkösilitysrauta","circumstance's"
"sähkösilmä","circumstancing"
"sähkösoitin","circumstant"
"sähkösokki","circumstantiability"
"sähkösokkihoito","circumstantiable"
"sähköstaattinen","circumstantial"
"sähköstartti","circumstantiality"
"sähköstatiikka","circumstantialities"
"sähkötalous","circumstantially"
"sähkötapaturma","circumstantialness"
"sähkötariffi","circumstantiate"
"sähköteho","circumstantiated"
"sähkötekniikka","circumstantiates"
"sähköteknikko","circumstantiating"
"sähkötekninen","circumstantiation"
"sähkötoiminen","circumstantiations"
"sähkötolppa","circumstellar"
"sähkötrukki","circumtabular"
"sähköttäjä","circumterraneous"
"sähköttää","circumterrestrial"
"sähkötuoli","circumtonsillar"
"sähkötys","circumtropical"
"sähkötyyny","circumumbilical"
"sähkötyö","circumundulate"
"sähköurakka","circumundulation"
"sähköurakointi","Circum-uranian"
"sähköurakoitsija","circumvallate"
"sähköurut","circumvallated"
"sähköuuni","circumvallating"
"sähkövalaisin","circumvallation"
"sähkövalaistus","circumvascular"
"sähkövalo","circumvent"
"sähkövaraus","circumventable"
"sähkövastus","circumvented"
"sähkövatkain","circumventer"
"sähköverkko","circumventing"
"sähköveturi","circumvention"
"sähköviestin","circumventions"
"sähköviestintä","circumventive"
"sähkövika","circumventor"
"sähkövirta","circumvents"
"sähköviulu","circumvest"
"sähkövoima","circumviate"
"sähkövoimajohto","circumvoisin"
"sähkövoimatalous","circumvolant"
"sähkövoimatekniikka","circumvolute"
"sähköyhtiö","circumvolution"
"sählinki","circumvolutory"
"sähliä","circumvolve"
"sähly","circumvolved"
"sähläri","circumvolving"
"sählätä","circumzenithal"
"sähläys","circus"
"sählääjä","circuses"
"sähähdys","circusy"
"sähähtää","circus's"
"sähäkkyys","circut"
"sähäkkä","circuted"
"sähäkästi","circuting"
"säie","circuts"
"säiekimppu","cire"
"säihke","Cyrena"
"säihkysääri","Cyrenaic"
"säihkysäärinen","Cirenaica"
"säihkyä","Cyrenaica"
"säikeinen","Cyrenaicism"
"säikeisyys","Cirencester"
"säikky","Cyrene"
"säikkyä","Cyrenian"
"säikytellä","cire-perdue"
"säikyttely","cires"
"säikyttää","Ciri"
"säikähdys","Cyrie"
"säikähdyttää","Cyril"
"säikähtyä","Cyrill"
"säikähtää","Cirilla"
"säikäys","Cyrilla"
"säikäytellä","Cyrillaceae"
"säikäyttää","cyrillaceous"
"säile","Cyrille"
"säiliö","Cyrillian"
"säiliöalus","Cyrillianism"
"säiliöauto","Cyrillic"
"säiliöidä","Cirillo"
"säiliöinti","Cyrillus"
"säiliölaiva","Cirilo"
"säiliöpakastin","cyriologic"
"säiliöperävaunu","cyriological"
"säiliöpuimuri","cirl"
"säiliövaunu","cirmcumferential"
"säilyke","Ciro"
"säilykehedelmä","Cirone"
"säilykekala","cirque"
"säilykeliha","cirque-couchant"
"säilykepurkki","cirques"
"säilyketölkki","cirr-"
"säilyte","cirrate"
"säilytteille","cirrated"
"säilytteillä","Cirratulidae"
"säilyttäjä","Cirratulus"
"säilyttää","cirrh-"
"säilytys","Cirrhopetalum"
"säilytyslämpötila","cirrhopod"
"säilytystila","cirrhose"
"säilyvyys","cirrhosed"
"säilyä","cirrhoses"
"säilä","cirrhosis"
"säilämiekkailu","cirrhotic"
"säilö","cirrhous"
"säilöntä","cirrhus"
"säilöntäaine","Cirri"
"säilörehu","cirribranch"
"säilörehunurmi","cirriferous"
"säilörehutorni","cirriform"
"säilöte","cirrigerous"
"säilöä","cirrigrade"
"säilöönotto","cirriped"
"säkeenylitys","cirripede"
"säkeistö","Cirripedia"
"säkeistöjako","cirripedial"
"säkeittäin","cirripeds"
"säkene","CIRRIS"
"säkenöidä","cirro-"
"säkenöivä","cirrocumular"
"säkillinen","cirro-cumular"
"säkittää","cirrocumulative"
"säkitys","cirro-cumulative"
"säkki","cirrocumulous"
"säkkikangas","cirro-cumulous"
"säkkipilli","cirrocumulus"
"säkkipillinsoittaja","cirro-cumulus"
"säkkipilliorkesteri","cirro-fillum"
"säkkipimeä","cirro-filum"
"säkkituoli","cirrolite"
"säkkärä","cirro-macula"
"säksättää","cirro-nebula"
"säksätys","cirropodous"
"säkä","cirrose"
"säkäkorkeus","cirrosely"
"säkättää","cirrostome"
"säkätys","cirro-stome"
"säle","Cirrostomi"
"säleikkö","cirrostrative"
"sälekaihdin","cirro-strative"
"säleverho","cirro-stratous"
"sälli","cirrostratus"
"säly","cirro-stratus"
"sälyttää","cirrous"
"sälytys","cirro-velum"
"sälä","cirrus"
"sälähdys","cirsectomy"
"sälähtää","cirsectomies"
"sälö","Cirsium"
"sälöinen","cirsocele"
"sämpleri","cirsoid"
"sämplätä","cirsomphalos"
"sämpläys","cirsophthalmia"
"sämpylä","cirsotome"
"sämpyläjauho","cirsotomy"
"sängynjalka","cirsotomies"
"sängynlaita","Cyrtandraceae"
"sängynpeite","cirterion"
"sängynpeitto","Cyrtidae"
"sänki","cyrto-"
"sänkipelto","cyrtoceracone"
"sänky","Cyrtoceras"
"sänkykamari","cyrtoceratite"
"sänkykohtaus","cyrtoceratitic"
"sänkypeite","cyrtograph"
"sänkypeitto","cyrtolite"
"sänkyvaatteet","cyrtometer"
"sännätä","Cyrtomium"
"säntilleen","cyrtopia"
"säntillinen","cyrtosis"
"säntillisesti","cyrtostyle"
"säntillisyys","ciruela"
"säntäillä","cirurgian"
"säntäily","Cyrus"
"säpinä","ciruses"
"säpistä","CIS"
"säppi","cis-"
"säpsähdellä","Cisalpine"
"säpsähdys","Cisalpinism"
"säpsähdyttää","cisandine"
"säpsähtely","cisatlantic"
"säpsähtää","Cysatus"
"säpsäyttää","CISC"
"säpäle","Ciscaucasia"
"särinä","Cisco"
"säristä","ciscoes"
"särkeä","ciscos"
"särki","cise"
"särkijä","ciseaux"
"särkikala","cisele"
"särkiparvi","ciseleur"
"särkkä","ciseleurs"
"särky","cis-elysian"
"särkylääke","cis-Elizabethan"
"särkynytsydän","ciselure"
"särkyä","ciselures"
"särmi","cisgangetic"
"särmikkyys","cising"
"särmikkäästi","cisium"
"särmikäs","cisjurane"
"särmiö","Ciskei"
"särmä","cisleithan"
"särmäkartio","cislunar"
"särmätä","cismarine"
"särmäys","Cismontane"
"särpiä","Cismontanism"
"särvin","Cisne"
"särähdellä","cisoceanic"
"särähdys","cispadane"
"särähtää","cisplatine"
"särö","cispontine"
"säröillä","Cis-reformation"
"säröily","cisrhenane"
"säröinen","Cissaea"
"säröisyys","Cissampelos"
"särötön","Cissy"
"säröytyä","Cissie"
"säteilijä","Cissiee"
"säteilin","cissies"
"säteillä","cissing"
"säteily","cissoid"
"säteilyannos","cissoidal"
"säteilybiologia","cissoids"
"säteilyenergia","Cissus"
"säteilyfysiikka","cist"
"säteilyhiukkanen","cyst"
"säteilyhälytys","cyst-"
"säteilykvantti","cista"
"säteilyloma","Cistaceae"
"säteilylähde","cistaceous"
"säteilylämmitin","cystadenoma"
"säteilylämpö","cystadenosarcoma"
"säteilymittari","cistae"
"säteilynlähde","cystal"
"säteilynmittaus","cystalgia"
"säteilyonnettomuus","cystamine"
"säteilypaine","cystaster"
"säteilysaaste","cystathionine"
"säteilysairaus","cystatrophy"
"säteilysterilointi","cystatrophia"
"säteilysuoja","cysteamine"
"säteilysuojain","cystectasy"
"säteilysuojaus","cystectasia"
"säteilysuojelu","cystectomy"
"säteilyteho","cystectomies"
"säteilytin","cisted"
"säteilyttää","cysted"
"säteilytys","cystein"
"säteilytysannos","cysteine"
"säteilyvaara","cysteines"
"säteilyvaarallinen","cysteinic"
"säteilyvamma","cysteins"
"säteilyvaroitus","cystelcosis"
"säteilyvaurio","cystenchyma"
"säteilyvuoto","cystenchymatous"
"säteilyvyöhyke","cystenchyme"
"säteittäin","cystencyte"
"säteittäinen","Cistercian"
"säteittäisesti","Cistercianism"
"säteri","cysterethism"
"säteritila","cistern"
"säterivapaus","cisterna"
"sätkin","cisternae"
"sätkiä","cisternal"
"sätky","cisterns"
"sätkynukke","cistern's"
"sätkytellä","cysti-"
"sätkyttely","cistic"
"sätkyttää","cystic"
"sätkytys","cysticarpic"
"sätkä","cysticarpium"
"sätkäkone","cysticercerci"
"sätkättää","cysticerci"
"sätkätys","cysticercoid"
"sättiä","cysticercoidal"
"sävel","cysticercosis"
"sävelaihe","cysticercus"
"sävelala","cysticerus"
"sävelaskel","cysticle"
"sävelasteikko","cysticolous"
"sävelhartaus","cystid"
"säveljärjestelmä","Cystidea"
"sävelkieli","cystidean"
"sävelkorkeus","cystidia"
"sävelkorva","cystidicolous"
"sävelkulku","cystidium"
"sävellaji","cystidiums"
"sävellajimerkintä","cystiferous"
"sävellys","cystiform"
"sävellystyyli","cystigerous"
"sävelmaalailu","Cystignathidae"
"sävelmistö","cystignathine"
"sävelmä","cystin"
"sävelnimi","cystine"
"sävelpuhtaus","cystines"
"sävelradio","cystinosis"
"sävelrauta","cystinuria"
"sävelruno","cystirrhea"
"sävelrunoelma","cystis"
"säveltaide","cystitides"
"säveltapailu","cystitis"
"säveltaso","cystitome"
"sävelteos","cysto-"
"säveltäjä","cystoadenoma"
"säveltäjämestari","cystocarcinoma"
"säveltää","cystocarp"
"sävy","cystocarpic"
"sävyasteikko","cystocele"
"sävyinen","cystocyte"
"sävyisesti","cystocolostomy"
"sävyisyys","cystodynia"
"sävyisä","cystoelytroplasty"
"sävyisästi","cystoenterocele"
"sävykkyys","cystoepiplocele"
"sävykäs","cystoepithelioma"
"sävylasi","cystofibroma"
"sävyposliini","Cystoflagellata"
"sävyte","cystoflagellate"
"sävytepesu","cystogenesis"
"sävytesampoo","cystogenous"
"sävyttyä","cystogram"
"sävyttää","cystoid"
"sävytys","Cystoidea"
"sävytyskone","cystoidean"
"sävytön","cystoids"
"sävähdys","cystolith"
"sävähdyttää","cystolithectomy"
"sävähtää","cystolithiasis"
"säväys","cystolithic"
"säväyttää","cystoma"
"säyne","cystomas"
"säynävä","cystomata"
"säyseys","cystomatous"
"säyseä","cystometer"
"säyseästi","cystomyoma"
"sää","cystomyxoma"
"sääasema","cystomorphous"
"sääde","Cystonectae"
"säädellä","cystonectous"
"säädin","cystonephrosis"
"säädyllinen","cystoneuralgia"
"säädyllisesti","cystoparalysis"
"säädyllisyys","Cystophora"
"säädyttömyys","cystophore"
"säädyttömästi","cistophori"
"säädytön","cistophoric"
"säädännäinen","cistophorus"
"säädäntä","cystophotography"
"säädättää","cystophthisis"
"säädätys","cystopyelitis"
"säädös","cystopyelography"
"sääennuste","cystopyelonephritis"
"sääennustus","cystoplasty"
"säähavainto","cystoplegia"
"säähavaintoalus","cystoproctostomy"
"säähavaintoasema","Cystopteris"
"säähavaintopallo","cystoptosis"
"sääilmiö","Cystopus"
"sääkartta","cystoradiography"
"sääksi","cistori"
"sääli","cystorrhagia"
"säälimättömyys","cystorrhaphy"
"säälimättömästi","cystorrhea"
"säälimätön","cystosarcoma"
"säälinsekainen","cystoschisis"
"säälitellä","cystoscope"
"säälittävä","cystoscopy"
"säälittää","cystoscopic"
"sääliväinen","cystoscopies"
"sääliä","cystose"
"säällinen","cystosyrinx"
"säällisesti","cystospasm"
"säällisyys","cystospastic"
"sääluotain","cystospore"
"säämiskä","cystostomy"
"säämiskähansikas","cystostomies"
"säänennustaja","cystotome"
"säänkestävä","cystotomy"
"säänmuutos","cystotomies"
"säännellä","cystotrachelotomy"
"säännöllinen","cystoureteritis"
"säännöllisesti","cystourethritis"
"säännöllistyä","cystourethrography"
"säännöllistää","cystous"
"säännöllisyys","cis-trans"
"säännönmukainen","cistron"
"säännönmukaisesti","cistronic"
"säännönmukaisuus","cistrons"
"säännös","cists"
"säännöstellä","cysts"
"säännöstely","Cistudo"
"säännöstelyallas","Cistus"
"säännöstelymääräys","cistuses"
"säännöstelypato","cistvaen"
"säännöstelypolitiikka","Ciszek"
"säännöstelyrikos","CIT"
"säännöstelytalous","cyt-"
"säännöstelytoimi","cit."
"säännöstö","Cita"
"säännötellä","citable"
"säännöttää","citadel"
"säännöttömyys","citadels"
"säännöttömästi","citadel's"
"säännötön","cital"
"sääntelijä","Citarella"
"sääntely","cytase"
"sääntö","cytasic"
"sääntökokoelma","cytaster"
"sääntökunta","cytasters"
"sääntömääräinen","Citation"
"säänvaihtelu","citational"
"sääolosuhteet","citations"
"sääolot","citation's"
"sääpalvelu","citator"
"sääprofeetta","citatory"
"säärenlämmitin","citators"
"sääri","citatum"
"säärihaava","cite"
"säärikarvat","cyte"
"sääriluu","citeable"
"säärintama","cited"
"sääripari","citee"
"säärisuojus","Citellus"
"säärys","citer"
"säärystin","citers"
"sääsatelliitti","cites"
"sääskentoukka","citess"
"sääski","Cithaeron"
"sääskiparvi","Cithaeronian"
"sääskiverkko","cithara"
"säästeliäisyys","citharas"
"säästeliäs","Citharexylum"
"säästeliäästi","citharist"
"säästellä","citharista"
"säästiö","citharoedi"
"säästymä","citharoedic"
"säästyä","citharoedus"
"säästäjä","cither"
"säästämisaste","Cythera"
"säästäntä","Cytherea"
"säästävyys","Cytherean"
"säästäväinen","Cytherella"
"säästäväisesti","Cytherellidae"
"säästäväisyys","cithern"
"säästää","citherns"
"säästö","cithers"
"säästöbudjetti","cithren"
"säästökassa","cithrens"
"säästöliekki","City"
"säästölinja","city-born"
"säästölipas","city-bound"
"säästöluokka","city-bred"
"säästöohjelma","citybuster"
"säästöpakkaus","citicism"
"säästöpankki","citycism"
"säästöpankkiryhmä","city-commonwealth"
"säästöporsas","citicorp"
"säästöpossu","cytidine"
"säästöraha","cytidines"
"säästötalkoot","citydom"
"säästötili","citied"
"säästövapaa","cities"
"säätekijä","citify"
"säätekokuu","citification"
"säätelijä","citified"
"säätely","cityfied"
"säätiedot","citifies"
"säätiedotus","citifying"
"säätieteilijä","cityfolk"
"säätila","cityful"
"säätiö","city-god"
"säätiöidä","Citigradae"
"säätiöinti","citigrade"
"säätutka","cityish"
"sääty","cityless"
"säätyjako","citylike"
"säätyjakoinen","Cytinaceae"
"säätykierto","cytinaceous"
"säätyläinen","cityness"
"säätyläiskoti","citynesses"
"säätyraja","citing"
"säätyvaltiopäivät","Cytinus"
"säätyä","cytioderm"
"säätäjä","cytioderma"
"säätämisjärjestys","city's"
"säätää","cityscape"
"säätö","cityscapes"
"säätöjärjestelmä","cytisine"
"säätölaite","Cytissorus"
"säätönuppi","city-state"
"säätötekniikka","Cytisus"
"säätövastus","cytitis"
"säätöventtiili","cityward"
"söhliä","citywards"
"söhlätä","citywide"
"sökö","city-wide"
"sönkkö","citizen"
"sönkätä","citizendom"
"sönköttäjä","citizeness"
"sönköttää","citizenhood"
"sönkötys","citizenish"
"söpö","citizenism"
"söpöillä","citizenize"
"söpöily","citizenized"
"söpöliini","citizenizing"
"söpöläinen","citizenly"
"söpösti","citizenry"
"söpöttää","citizenries"
"söpötys","citizens"
"sörkkiä","citizen's"
"sörsseli","citizenship"
"sörssätä","citizenships"
"sössö","Citlaltepetl"
"sössöttäjä","Citlaltpetl"
"sössöttää","cyto-"
"sössötys","cytoanalyzer"
"söötisti","cytoarchitectural"
"söötti","cytoarchitecturally"
"taa","cytoarchitecture"
"taaemma","cytoblast"
"taaemmas","cytoblastema"
"taaempana","cytoblastemal"
"taaempi","cytoblastematous"
"taaimmainen","cytoblastemic"
"taaimmaksi","cytoblastemous"
"taaimpaa","cytocentrum"
"taaimpana","cytochalasin"
